previous_key,new_key,event_id,event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,quantity,event_time,location_name,location_coordinate,departure_gln,weight,temperature,comapny_name,generator_type,generator_gln,last_pi_gln,next_pi_gln,company_name
a88b212e-a5a9-4791-b27f-01f5bf7f12d7,0ff1622a-24a4-442e-957a-d64155fdc610,4c2e990b-05e7-4e88-bc1d-4a9f6e39223b,6,0667595524556,6973908982074,1411087533476,6136136381176,95726539271093,04ISX,1842,2022-Aug-13T02:34:31 +0000,Bali,"-8.1944802,114.3760511",5049725814944,47.8,-4.5,rqTioRU,,0667595524556,0667595524556,1411087533476,Bali_logistics_1
a88b212e-a5a9-4791-b27f-01f5bf7f12d7,2b3b2b98-1ef0-473b-a832-f19640228c65,88618ee1-63a7-4d8d-aaa1-89652a478e0c,6,0667595524556,9892695950785,1411087533476,5442802033237,95726539271093,04ISX,1842,2022-Aug-13T02:34:31 +0000,Bali,"-8.1944802,114.3760511",1064849763121,77.9,-0.4,ZIGSLAY,,0667595524556,0667595524556,1411087533476,Bali_logistics_1
0bd36b39-92ee-4a4e-b7c6-6c0c8f7e209a,98e562ee-5f1c-44dd-9966-640cc71125b1,18876ab7-a8be-4897-8a6b-b5a89123a287,6,9997025506589,6973908982074,3198890637750,5336843616483,66613185278222,65EJEYNKJH,2563,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",3352566952432,59.9,-10.0,qcbWugq,,9997025506589,9997025506589,3198890637750,Bali_logistics_0
0bd36b39-92ee-4a4e-b7c6-6c0c8f7e209a,96106dee-b0eb-46be-a3d2-1b27602f8eb2,fa2898f0-711b-4382-8820-a2b0b223dbe2,6,9997025506589,6973908982074,3198890637750,7911328212246,66613185278222,65EJEYNKJH,2563,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",3342510060678,48.3,-9.6,JMoIxoc,,9997025506589,9997025506589,3198890637750,Bali_logistics_0
156f6d57-f341-4aa8-98fc-32f21df5b36d,a79a6b1f-e172-4204-9ee6-868062d268b7,06bc91ec-f8f6-474b-bda0-711dcc6ce59b,6,9997025506589,0787724016099,3537232203194,4388747848070,91002065827208,08UQCIOHBFNEJ,3377,2022-Aug-13T02:34:31 +0000,Bali,"-8.290173,114.3303922",3754547026028,25.2,-8.7,NVqqGph,,9997025506589,9997025506589,3537232203194,Bali_logistics_2
156f6d57-f341-4aa8-98fc-32f21df5b36d,9d0d9a77-5337-4dc8-baf3-ab497ae87093,b1e58f86-3b0e-423d-a12f-5dd3e488e6ed,6,9997025506589,6973908982074,3537232203194,1262790006015,91002065827208,08UQCIOHBFNEJ,3377,2022-Aug-13T02:34:31 +0000,Bali,"-8.290173,114.3303922",4353285263309,46.5,-2.4,GXeFoaU,,9997025506589,9997025506589,3537232203194,Bali_logistics_2
d153c67c-4a78-4321-95a5-a5c5df60e487,a8b36ee7-b532-43b7-a13c-1ce01525b99c,da549086-eb6d-4092-b7a3-e59127ebaf31,6,9997025506589,9892695950785,3537232203194,9629385731603,16713676190201,102PYQRHAFMKAENT,3025,2022-Aug-13T02:34:31 +0000,Bali,"-8.1944802,114.3760511",7131081002883,39.0,-8.2,MqFkAPs,,9997025506589,9997025506589,3537232203194,Bali_logistics_1
d153c67c-4a78-4321-95a5-a5c5df60e487,57e95c4f-d562-47d8-98e3-424e22ef6cf9,a62345d1-763a-45a7-90b1-8fd1224e5878,6,9997025506589,0787724016099,3537232203194,1537610336603,16713676190201,102PYQRHAFMKAENT,3025,2022-Aug-13T02:34:31 +0000,Bali,"-8.1944802,114.3760511",9561889951720,42.1,-3.4,DVyJGsZ,,9997025506589,9997025506589,3537232203194,Bali_logistics_1
f192c503-1f7f-4bab-a6fb-b3129db46bc8,3528df7f-6ef0-4e8f-b500-b6ff8d468761,8bfad760-8001-4f08-b4ca-c1ff25120882,6,5118787800210,0787724016099,3537232203194,1378726795158,51938072962936,35JZXGPK,1262,2022-Aug-13T02:34:31 +0000,Bali,"-8.1944802,114.3760511",6681079479684,17.5,-8.7,EgRpsyQ,,5118787800210,5118787800210,3537232203194,Bali_logistics_1
f192c503-1f7f-4bab-a6fb-b3129db46bc8,410e1548-2f2e-4f25-b504-7717cab16924,f4145441-c6eb-4354-a7d2-dd416cbbd867,6,5118787800210,0787724016099,3537232203194,7878082642464,51938072962936,35JZXGPK,1262,2022-Aug-13T02:34:31 +0000,Bali,"-8.1944802,114.3760511",4137939938667,93.8,-3.6,BXfbIcp,,5118787800210,5118787800210,3537232203194,Bali_logistics_1
935204d1-7430-40f7-ab76-6cae4d3364f6,312c0fa6-25de-486c-8d2b-880443fc16cb,c27a5e1a-2964-42f8-8899-a95c736fe19e,6,0667595524556,0787724016099,1411087533476,5199229666313,13807584359887,44V,299,2022-Aug-13T02:34:31 +0000,Bali,"-8.1944802,114.3760511",2578609311172,99.7,-2.2,GduzzAr,,0667595524556,0667595524556,1411087533476,Bali_logistics_1
935204d1-7430-40f7-ab76-6cae4d3364f6,5d67536c-b1c0-45a4-8b2d-a4feef7c47c3,6aed2937-a47a-4caf-95db-452ff7ba5ff7,6,0667595524556,0787724016099,1411087533476,1104706616994,13807584359887,44V,299,2022-Aug-13T02:34:31 +0000,Bali,"-8.1944802,114.3760511",2323154290796,11.4,-1.8,crwncRi,,0667595524556,0667595524556,1411087533476,Bali_logistics_1
37d15897-a3a2-4721-8123-70ad19f17e29,b6bfcb2f-0dca-43eb-b277-b13ccb5249ce,1f9067de-cdb4-40c6-ab91-ae66a296be11,6,9997025506589,0787724016099,3537232203194,5646959640262,29419205590179,54U,2000,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",0203813500246,96.6,-1.9,keoOJSu,,9997025506589,9997025506589,3537232203194,Bali_logistics_0
37d15897-a3a2-4721-8123-70ad19f17e29,4b72c816-6f13-42ea-a27f-8e9f3224a660,71ede8f2-c707-44e5-b48f-3c51d14aed8c,6,9997025506589,0787724016099,3537232203194,7325162852537,29419205590179,54U,2000,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",9363801625720,55.5,-8.6,NTBsVWp,,9997025506589,9997025506589,3537232203194,Bali_logistics_0
0d2f6b6e-cfaa-439e-95f7-99da4678cda9,13aa6bc0-27c8-4afa-91d8-18633bc2b63a,7c3d7498-6eef-47e4-95fa-3088bcbe9937,6,9997025506589,9892695950785,1411087533476,6487047320527,02222891936486,89JOESIXQKJZJWZ,4092,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",7484983669156,98.5,-0.4,zNURHSC,,9997025506589,9997025506589,1411087533476,Bali_logistics_0
0d2f6b6e-cfaa-439e-95f7-99da4678cda9,74c0cc55-01f9-441a-ac83-ec0add52d7a6,e3f56cdc-e3ab-4e20-b00a-e660c43d5d04,6,9997025506589,6973908982074,1411087533476,9470624473424,02222891936486,89JOESIXQKJZJWZ,4092,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",9392796494270,40.0,-2.0,EnioqQf,,9997025506589,9997025506589,1411087533476,Bali_logistics_0
2b08f4d4-51f0-4bfb-93ab-8e19a08fffe5,138070eb-fd29-4e39-be0e-1000d6af1d9e,241e2a81-3c5e-494b-8185-d4d90e3c7511,6,0667595524556,6973908982074,3198890637750,9592386247705,22213559357203,94ATZIZWEUWAJPOMGDGBVL,4428,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",0092666353121,93.6,-0.2,iIFFmGU,,0667595524556,0667595524556,3198890637750,Bali_logistics_0
2b08f4d4-51f0-4bfb-93ab-8e19a08fffe5,3472723a-f914-43c6-a2a1-3c73ecb394f2,4fcfd98f-fdf1-48c9-a991-0a64baa2159b,6,0667595524556,6973908982074,3198890637750,8525765431633,22213559357203,94ATZIZWEUWAJPOMGDGBVL,4428,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",7260734749173,33.2,-3.5,RnvoXLG,,0667595524556,0667595524556,3198890637750,Bali_logistics_0
d5a7d9b3-5626-47fb-9f82-50cbdca184ee,9a3f2363-2d89-41e1-a43e-4a1d4634c9f5,51315ded-81cf-49e8-8610-bad7979cdb06,6,0667595524556,6973908982074,3537232203194,3354905749855,12891795039258,97R,3070,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",3663974649427,80.0,-4.6,iETorDJ,,0667595524556,0667595524556,3537232203194,Bali_logistics_0
d5a7d9b3-5626-47fb-9f82-50cbdca184ee,ca537525-e42d-4e0e-821d-564f964abd8e,4af75e8b-33a0-47bc-8b5c-56c1d4d31e41,6,0667595524556,0787724016099,3537232203194,9360202467712,12891795039258,97R,3070,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",3752284885500,20.6,-2.8,icojbdU,,0667595524556,0667595524556,3537232203194,Bali_logistics_0
d52dbe1e-0ff9-41b2-9a99-eba5cc4a4bdb,9e33d9cd-ea33-4e03-9e18-e2a9ab4cf91d,cfec1f10-ad4c-4158-bf2e-b61d1f69fae7,6,0667595524556,9892695950785,1411087533476,3735756761019,31948150305902,36PJMABYCYNITND,1941,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",5061196131060,62.9,-3.7,TuBffFP,,0667595524556,0667595524556,1411087533476,Bali_logistics_0
d52dbe1e-0ff9-41b2-9a99-eba5cc4a4bdb,354bdb84-7124-4b93-9ed5-dc27c8ee5c53,20e6303f-9f4b-4e23-ad54-6fe94451db52,6,0667595524556,6973908982074,1411087533476,2290671363753,31948150305902,36PJMABYCYNITND,1941,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",1167894071624,48.2,-3.0,YQsOlyD,,0667595524556,0667595524556,1411087533476,Bali_logistics_0
04a6a728-cf94-4584-8d85-3cc99d76c80a,dc17f69d-351c-4b9d-a69b-b528c4d9580c,b6f169ce-9974-41e4-84a6-aca941029ca9,6,0667595524556,9892695950785,3537232203194,7258407649079,10848721299142,56QNWEPWSDVXBGUVNLZLBCZ,3946,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",6261719096486,76.6,-5.0,FRIPhWI,,0667595524556,0667595524556,3537232203194,Bali_logistics_0
04a6a728-cf94-4584-8d85-3cc99d76c80a,55879c03-57d1-48d3-b289-e3ed6cf9bcea,9512d359-7914-4a2f-bb02-54439ae23d1f,6,0667595524556,0787724016099,3537232203194,1298705301334,10848721299142,56QNWEPWSDVXBGUVNLZLBCZ,3946,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",8911413081623,22.5,-4.8,cyxUhpQ,,0667595524556,0667595524556,3537232203194,Bali_logistics_0
5466f608-ff45-4d56-b1af-1778ac7f6729,6c9c875b-fe85-4999-ad4c-da7dd81511c7,a9ad7860-812b-4572-a1da-1a4b41ff37bd,6,5118787800210,9892695950785,1411087533476,3950077041682,86539170476234,510CFK,3059,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",7110488951943,41.8,-5.5,gTLlrEw,,5118787800210,5118787800210,1411087533476,Bali_logistics_0
5466f608-ff45-4d56-b1af-1778ac7f6729,9e40e63c-0c44-4436-a35f-8d66f593e2e4,4edc3917-44a9-49b7-a387-378414f65038,6,5118787800210,0787724016099,1411087533476,5411904053361,86539170476234,510CFK,3059,2022-Aug-13T02:34:31 +0000,Bali,"-8.1534127,114.3914913",0373450264731,82.4,-8.0,cVQqKwZ,,5118787800210,5118787800210,1411087533476,Bali_logistics_0
c4261ff8-0755-44ac-9872-bf388588e824,d3873836-ee91-4e9a-9c53-e9308a76899d,a721f6a0-6414-4045-8d96-718747a5ac99,6,5118787800210,9892695950785,3537232203194,4024581668099,74937015779735,82VHRDYRIDOKALB,4586,2022-Aug-13T02:34:31 +0000,Bali,"-8.1944802,114.3760511",9014763800290,70.5,-8.8,AoXBLUJ,,5118787800210,5118787800210,3537232203194,Bali_logistics_1
c4261ff8-0755-44ac-9872-bf388588e824,360ee0fa-a733-401a-8618-2a5209c40af8,bae3f491-ab8e-4ee7-b4bf-13f710f99b07,6,5118787800210,9892695950785,3537232203194,2363754465246,74937015779735,82VHRDYRIDOKALB,4586,2022-Aug-13T02:34:31 +0000,Bali,"-8.1944802,114.3760511",2343919628121,43.5,-4.7,oBUkUMb,,5118787800210,5118787800210,3537232203194,Bali_logistics_1
33706069-540c-400d-9bbd-222e111cd558,71baef4d-9123-466c-96c7-3d0d17851892,0ac890b5-f587-40ed-a7a8-9602e4368cbd,6,9997025506589,9892695950785,1411087533476,8045760891633,80243018383196,52OCNLLGUXEIEKRSU,4897,2022-Aug-13T02:34:31 +0000,Bali,"-8.290173,114.3303922",0791808040230,53.0,-4.3,VRbNXDs,,9997025506589,9997025506589,1411087533476,Bali_logistics_2
33706069-540c-400d-9bbd-222e111cd558,cfdd429d-bac8-4c6e-ab35-a49506a298f1,ca0d7c63-eee0-4baa-ab04-981cffbfb934,6,9997025506589,6973908982074,1411087533476,8578325242796,80243018383196,52OCNLLGUXEIEKRSU,4897,2022-Aug-13T02:34:31 +0000,Bali,"-8.290173,114.3303922",3728439077331,69.1,-3.5,xSQwAjz,,9997025506589,9997025506589,1411087533476,Bali_logistics_2
