event_type,vessel_gln,gtin,serial_number,weight,event_time,location_gln,catch_date,vessal_owner_name,species,economic_zone,first_freeze_date,catch_certificate_id,conservation_reference_size,catch_area,generator_gln,next_pi_gln
1,2144862998611,35997184272030,105AZQMFZGRXEZGKDBIAQ,4003,2022-Jul-23T10:21:09 +0000,3769027081923,2022-Jul-23,VeSnpJY,gfXLQ,5858625605304,2022-Jul-23,11576184868653,24cm,8386625425832,2144862998611,3643552078685
1,0535640547376,22432675262740,10SELO,6745,2022-Jul-23T10:21:09 +0000,6499439730809,2022-Jul-23,OsXlJnl,Ohkla,2190171335325,2022-Jul-23,30801435468044,18cm,7985864564622,0535640547376,3728799137759
1,0535640547376,13031737571918,74CSPAJNLOQ,3354,2022-Jul-23T10:21:09 +0000,5790058090380,2022-Jul-23,wwcAXYh,vCBVm,0354068907057,2022-Jul-23,23726689489833,13cm,0082188632404,0535640547376,3728799137759
1,2144862998611,13593463770259,80YZZCJNGRDSWBNJIZOUCIT,5354,2022-Jul-23T10:21:09 +0000,9179900078589,2022-Jul-23,MVoXuBf,lkEny,3066199244753,2022-Jul-23,61301363145578,16cm,3399634692650,2144862998611,3728799137759
1,9149290522021,16561241020768,21KDMSYMSOY,818,2022-Jul-23T10:21:09 +0000,5927627046021,2022-Jul-23,XbpUmBK,tNKGp,1731281968207,2022-Jul-23,66948607343351,30cm,2810750135580,9149290522021,3728799137759
1,9149290522021,09495035226288,23PRXNN,8946,2022-Jul-23T10:21:09 +0000,8105763268631,2022-Jul-23,isXtnpe,bHMkv,3513294721679,2022-Jul-23,10041481598464,46cm,3147258011061,9149290522021,6771041850660
1,2144862998611,51174077626016,23XVQCFTELTEUCYX,4291,2022-Jul-23T10:21:09 +0000,3986838165901,2022-Jul-23,qTSmAtQ,EJcAL,6274689593309,2022-Jul-23,01518087606206,19cm,3881399832693,2144862998611,3643552078685
1,9149290522021,82098309965642,46FETNNAFMSMGKJ,1324,2022-Jul-23T10:21:09 +0000,2682466070111,2022-Jul-23,VLQhCYB,RSmiU,0853114549754,2022-Jul-23,28518642270968,46cm,4883937515018,9149290522021,3728799137759
1,2144862998611,43005335076523,33FRPJFRCNC,4900,2022-Jul-23T10:21:09 +0000,2089989326556,2022-Jul-23,YsQyqJU,qJwJN,6909476579605,2022-Jul-23,03324028885149,11cm,5362427516488,2144862998611,3728799137759
1,0535640547376,25011873738953,19XUWTHJVNWRJIBQKWEMQIR,2806,2022-Jul-23T10:21:09 +0000,5772260758242,2022-Jul-23,pPyTYvR,sTeAF,5185128771640,2022-Jul-23,54904493222361,26cm,4268286632660,0535640547376,6771041850660
1,2144862998611,84370727515303,54YF,8166,2022-Jul-23T10:21:09 +0000,6544729575747,2022-Jul-23,MJHcUoZ,lSOYu,7917775853795,2022-Jul-23,13657184377779,37cm,2476496722837,2144862998611,3728799137759
1,9149290522021,91315720981124,90JW,6359,2022-Jul-23T10:21:09 +0000,3371263685583,2022-Jul-23,MFehZJq,WKaXt,5864960559898,2022-Jul-23,08991061177473,30cm,3288492603107,9149290522021,3728799137759
