event_type,auction_gln,supplier_gln,customer_gln,gtin,serial_number,weight,event_time,location_gln,product_name,generator_gln,last_pi_gln,next_pi_gln
2,6771041850660,0535640547376,1444588788396,93860712917591,310OGHHWYIIRKTEJTDZLYHN,1039,2022-Jul-24T18:21:09 +0000,5183999402124,mSrkV,6771041850660,0535640547376,9755569894302
2,3643552078685,9149290522021,1444588788396,21713404577231,47KFBTEDWBTTECFCKJN,1641,2022-Jul-24T18:21:09 +0000,0794176368226,GNiPS,3643552078685,9149290522021,3643552078685
2,3643552078685,2144862998611,1812695993793,27612280235894,66G,3729,2022-Jul-24T18:21:09 +0000,4588252460539,aDXLQ,3643552078685,2144862998611,0660103096818
2,3643552078685,2144862998611,1812695993793,81311443956212,010YPAB,5031,2022-Jul-24T18:21:09 +0000,4903650125334,VayJo,3643552078685,2144862998611,3643552078685
2,3643552078685,9149290522021,1812695993793,56332320608392,41ALAKKFEAJIECQDE,3391,2022-Jul-24T18:21:09 +0000,9348304296116,uYjKQ,3643552078685,9149290522021,9755569894302
2,3728799137759,0535640547376,1812695993793,68252588445642,76XJXGYAV,9444,2022-Jul-24T18:21:09 +0000,5547974588324,FeZtg,3728799137759,0535640547376,3728799137759
2,3728799137759,0535640547376,0043458285749,95565266919992,62YOKPPWIXUVVCXK,2310,2022-Jul-24T18:21:09 +0000,7084182653657,Blbjk,3728799137759,0535640547376,0660103096818
2,6771041850660,2144862998611,0043458285749,45992083197658,21K,9577,2022-Jul-24T18:21:09 +0000,8352827490925,brYru,6771041850660,2144862998611,6771041850660
2,6771041850660,9149290522021,0043458285749,99644984824290,01SQTMHYDVNXSQSSFHHJM,1189,2022-Jul-24T18:21:09 +0000,2332671945362,oICQx,6771041850660,9149290522021,7436391661007
2,3728799137759,2144862998611,0043458285749,83992637617660,32TWXBEDGMPNHEPXQXJ,7178,2022-Jul-24T18:21:09 +0000,7268771158135,Rbmdv,3728799137759,2144862998611,3728799137759
2,6771041850660,0535640547376,0043458285749,45299025530977,58ZGZQPXFEGNOZBSZHZQ,1498,2022-Jul-24T18:21:09 +0000,2570655321222,oikaF,6771041850660,0535640547376,9755569894302
2,6771041850660,9149290522021,0043458285749,34315595920564,05WCMONXYDZOPWKXBAATU,7635,2022-Jul-24T18:21:09 +0000,2343457263742,ZcRPU,6771041850660,9149290522021,6771041850660
2,3728799137759,2144862998611,0043458285749,02229808259030,26CHXLAABTGMMAZMKXG,8202,2022-Jul-24T18:21:09 +0000,1792494106650,BzYer,3728799137759,2144862998611,9755569894302
2,6771041850660,2144862998611,0043458285749,62862678505244,51BDMAXVPE,4722,2022-Jul-24T18:21:09 +0000,7452609932983,xdcXG,6771041850660,2144862998611,6771041850660
2,3643552078685,2144862998611,1444588788396,83236766216853,00JFURVWAWQYS,8757,2022-Jul-24T18:21:09 +0000,0877384045423,Pyuqm,3643552078685,2144862998611,0660103096818
2,6771041850660,2144862998611,1444588788396,42410949334275,54XLXPIL,5214,2022-Jul-24T18:21:09 +0000,2790291993759,GfZnM,6771041850660,2144862998611,6771041850660
2,3728799137759,9149290522021,1444588788396,85252579785747,70M,4041,2022-Jul-24T18:21:09 +0000,7345899577825,btrbV,3728799137759,9149290522021,9755569894302
2,3728799137759,2144862998611,1444588788396,57534011201238,76LLJPBUGRGLJGLPAGGGVZH,9797,2022-Jul-24T18:21:09 +0000,2686585493197,yHoZo,3728799137759,2144862998611,3728799137759
2,3643552078685,2144862998611,0043458285749,35997184272030,105AZQMFZGRXEZGKDBIAQ,4003,2022-Jul-24T18:21:09 +0000,9122269365996,MDRSS,3643552078685,2144862998611,9755569894302
2,3728799137759,0535640547376,0043458285749,22432675262740,10SELO,6745,2022-Jul-24T18:21:09 +0000,2116450169618,Faupp,3728799137759,0535640547376,3728799137759
2,3728799137759,0535640547376,1444588788396,13031737571918,74CSPAJNLOQ,3354,2022-Jul-24T18:21:09 +0000,9759802571735,yIoNA,3728799137759,0535640547376,9755569894302
2,3728799137759,2144862998611,1444588788396,13593463770259,80YZZCJNGRDSWBNJIZOUCIT,5354,2022-Jul-24T18:21:09 +0000,9530785847623,nmCnc,3728799137759,2144862998611,3728799137759
2,3728799137759,9149290522021,1444588788396,16561241020768,21KDMSYMSOY,818,2022-Jul-24T18:21:09 +0000,7893944697771,OIMkO,3728799137759,9149290522021,0660103096818
2,6771041850660,9149290522021,1444588788396,09495035226288,23PRXNN,8946,2022-Jul-24T18:21:09 +0000,9831569753689,PdIrX,6771041850660,9149290522021,6771041850660
2,3643552078685,2144862998611,1812695993793,51174077626016,23XVQCFTELTEUCYX,4291,2022-Jul-24T18:21:09 +0000,1357373305175,HbQvo,3643552078685,2144862998611,0660103096818
2,3728799137759,9149290522021,1812695993793,82098309965642,46FETNNAFMSMGKJ,1324,2022-Jul-24T18:21:09 +0000,8246413203081,Thach,3728799137759,9149290522021,3728799137759
2,3728799137759,2144862998611,1444588788396,43005335076523,33FRPJFRCNC,4900,2022-Jul-24T18:21:09 +0000,2757757224886,dftIl,3728799137759,2144862998611,9755569894302
2,6771041850660,0535640547376,1444588788396,25011873738953,19XUWTHJVNWRJIBQKWEMQIR,2806,2022-Jul-24T18:21:09 +0000,0521918396510,cbOZn,6771041850660,0535640547376,6771041850660
2,3728799137759,2144862998611,1812695993793,84370727515303,54YF,8166,2022-Jul-24T18:21:09 +0000,4732057925768,fLQBQ,3728799137759,2144862998611,0660103096818
2,3728799137759,9149290522021,1812695993793,91315720981124,90JW,6359,2022-Jul-24T18:21:09 +0000,3290588458442,ovEwt,3728799137759,9149290522021,3728799137759
