previous_key,new_key,event_id,event_type,retailer_gln,gtin,serial_number,quantity,event_time,location_name,location_coordinate,price,company_name,generator_type,generator_gln,last_pi_gln
a88b212e-a5a9-4791-b27f-01f5bf7f12d7,a88b212e-a5a9-4791-b27f-01f5bf7f12d7,4a7a08ce-a3f1-45a7-a34e-43157fd020b5,7,9892695950785,95726539271093,04ISX,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",23.46,Jakarta,retailer,9892695950785,9892695950785
0bd36b39-92ee-4a4e-b7c6-6c0c8f7e209a,0bd36b39-92ee-4a4e-b7c6-6c0c8f7e209a,591e3598-3668-4064-a681-29ccbcae54c3,7,6973908982074,66613185278222,65EJEYNKJH,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",29.86,Jakarta,retailer,6973908982074,6973908982074
0bd36b39-92ee-4a4e-b7c6-6c0c8f7e209a,0bd36b39-92ee-4a4e-b7c6-6c0c8f7e209a,234947d2-767b-4dbf-97f8-ff17b58df9a7,7,6973908982074,66613185278222,65EJEYNKJH,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",11.33,Jakarta,retailer,6973908982074,6973908982074
156f6d57-f341-4aa8-98fc-32f21df5b36d,156f6d57-f341-4aa8-98fc-32f21df5b36d,f549ce7c-991f-49df-9c9d-067a33ec730d,7,0787724016099,91002065827208,08UQCIOHBFNEJ,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",11.06,Jakarta,retailer,0787724016099,0787724016099
156f6d57-f341-4aa8-98fc-32f21df5b36d,156f6d57-f341-4aa8-98fc-32f21df5b36d,df92505a-1498-4a78-af7b-5c1e3b5f5aa9,7,6973908982074,91002065827208,08UQCIOHBFNEJ,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",37.07,Jakarta,retailer,6973908982074,6973908982074
d153c67c-4a78-4321-95a5-a5c5df60e487,d153c67c-4a78-4321-95a5-a5c5df60e487,a4d58e06-6d03-48d9-b6f0-69f0d39e6e57,7,9892695950785,16713676190201,102PYQRHAFMKAENT,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",13.06,Jakarta,retailer,9892695950785,9892695950785
d153c67c-4a78-4321-95a5-a5c5df60e487,d153c67c-4a78-4321-95a5-a5c5df60e487,9149c1c0-33ff-477e-975d-7ac92ef44bf3,7,0787724016099,16713676190201,102PYQRHAFMKAENT,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",28.12,Jakarta,retailer,0787724016099,0787724016099
f192c503-1f7f-4bab-a6fb-b3129db46bc8,f192c503-1f7f-4bab-a6fb-b3129db46bc8,c11c8de9-16bb-4569-8577-4967234fac18,7,0787724016099,51938072962936,35JZXGPK,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",11.14,Jakarta,retailer,0787724016099,0787724016099
f192c503-1f7f-4bab-a6fb-b3129db46bc8,f192c503-1f7f-4bab-a6fb-b3129db46bc8,46a18b2e-0022-4110-bb35-638e82b4dc8f,7,0787724016099,51938072962936,35JZXGPK,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",15.81,Jakarta,retailer,0787724016099,0787724016099
935204d1-7430-40f7-ab76-6cae4d3364f6,935204d1-7430-40f7-ab76-6cae4d3364f6,0f3408c1-22b0-4e04-a193-8ca3fe4fe704,7,0787724016099,13807584359887,44V,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",41.52,Jakarta,retailer,0787724016099,0787724016099
935204d1-7430-40f7-ab76-6cae4d3364f6,935204d1-7430-40f7-ab76-6cae4d3364f6,872d4b9e-01f4-4b12-81f6-0518b2887fe4,7,0787724016099,13807584359887,44V,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",18.21,Jakarta,retailer,0787724016099,0787724016099
37d15897-a3a2-4721-8123-70ad19f17e29,37d15897-a3a2-4721-8123-70ad19f17e29,544c1f9a-de0d-4915-83c1-15a0b661089d,7,0787724016099,29419205590179,54U,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",49.02,Jakarta,retailer,0787724016099,0787724016099
37d15897-a3a2-4721-8123-70ad19f17e29,37d15897-a3a2-4721-8123-70ad19f17e29,42bc5a60-9bb2-4718-91c0-dece30504770,7,0787724016099,29419205590179,54U,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",41.86,Jakarta,retailer,0787724016099,0787724016099
0d2f6b6e-cfaa-439e-95f7-99da4678cda9,0d2f6b6e-cfaa-439e-95f7-99da4678cda9,81860603-811c-40d0-b2c0-642d89a74af2,7,9892695950785,02222891936486,89JOESIXQKJZJWZ,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",24.26,Jakarta,retailer,9892695950785,9892695950785
0d2f6b6e-cfaa-439e-95f7-99da4678cda9,0d2f6b6e-cfaa-439e-95f7-99da4678cda9,621dda71-d556-4826-a25a-9d9e40f9702a,7,6973908982074,02222891936486,89JOESIXQKJZJWZ,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",28.21,Jakarta,retailer,6973908982074,6973908982074
2b08f4d4-51f0-4bfb-93ab-8e19a08fffe5,2b08f4d4-51f0-4bfb-93ab-8e19a08fffe5,132fb3af-ce38-4595-89e9-8e64e9f4ff94,7,6973908982074,22213559357203,94ATZIZWEUWAJPOMGDGBVL,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",44.95,Jakarta,retailer,6973908982074,6973908982074
2b08f4d4-51f0-4bfb-93ab-8e19a08fffe5,2b08f4d4-51f0-4bfb-93ab-8e19a08fffe5,4deb1b1d-179e-4db7-821d-7ba2e0109d46,7,6973908982074,22213559357203,94ATZIZWEUWAJPOMGDGBVL,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",15.74,Jakarta,retailer,6973908982074,6973908982074
d5a7d9b3-5626-47fb-9f82-50cbdca184ee,d5a7d9b3-5626-47fb-9f82-50cbdca184ee,d8fdb325-56ac-4ec5-86a1-ea70c8a0d596,7,6973908982074,12891795039258,97R,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",29.61,Jakarta,retailer,6973908982074,6973908982074
d5a7d9b3-5626-47fb-9f82-50cbdca184ee,d5a7d9b3-5626-47fb-9f82-50cbdca184ee,a140ae39-db9c-4b21-94aa-927f0fd75dc0,7,0787724016099,12891795039258,97R,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",19.25,Jakarta,retailer,0787724016099,0787724016099
d52dbe1e-0ff9-41b2-9a99-eba5cc4a4bdb,d52dbe1e-0ff9-41b2-9a99-eba5cc4a4bdb,ded3b806-8e46-47da-a90f-8d47fab659bc,7,9892695950785,31948150305902,36PJMABYCYNITND,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",46.27,Jakarta,retailer,9892695950785,9892695950785
d52dbe1e-0ff9-41b2-9a99-eba5cc4a4bdb,d52dbe1e-0ff9-41b2-9a99-eba5cc4a4bdb,9947a9ec-41b3-4c11-a755-f3c448df8c06,7,6973908982074,31948150305902,36PJMABYCYNITND,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",11.93,Jakarta,retailer,6973908982074,6973908982074
04a6a728-cf94-4584-8d85-3cc99d76c80a,04a6a728-cf94-4584-8d85-3cc99d76c80a,e0d7e27a-217b-49cb-b148-fa6d889719ef,7,9892695950785,10848721299142,56QNWEPWSDVXBGUVNLZLBCZ,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",44.93,Jakarta,retailer,9892695950785,9892695950785
04a6a728-cf94-4584-8d85-3cc99d76c80a,04a6a728-cf94-4584-8d85-3cc99d76c80a,33ee71d7-5af3-4930-a043-e1ead232f495,7,0787724016099,10848721299142,56QNWEPWSDVXBGUVNLZLBCZ,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",32.27,Jakarta,retailer,0787724016099,0787724016099
5466f608-ff45-4d56-b1af-1778ac7f6729,5466f608-ff45-4d56-b1af-1778ac7f6729,e3f1a5ab-9eb3-4379-8aea-18c703838be5,7,9892695950785,86539170476234,510CFK,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",22.71,Jakarta,retailer,9892695950785,9892695950785
5466f608-ff45-4d56-b1af-1778ac7f6729,5466f608-ff45-4d56-b1af-1778ac7f6729,cf63e7bb-b230-4ea0-a6d7-0ec9e5df4a28,7,0787724016099,86539170476234,510CFK,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",19.06,Jakarta,retailer,0787724016099,0787724016099
c4261ff8-0755-44ac-9872-bf388588e824,c4261ff8-0755-44ac-9872-bf388588e824,01f46117-985a-4a22-984a-216098259fe3,7,9892695950785,74937015779735,82VHRDYRIDOKALB,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",36.35,Jakarta,retailer,9892695950785,9892695950785
c4261ff8-0755-44ac-9872-bf388588e824,c4261ff8-0755-44ac-9872-bf388588e824,40b5a07b-3dab-4b1f-8ba0-16b50220a059,7,9892695950785,74937015779735,82VHRDYRIDOKALB,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",35.35,Jakarta,retailer,9892695950785,9892695950785
33706069-540c-400d-9bbd-222e111cd558,33706069-540c-400d-9bbd-222e111cd558,fb8a5a95-e03e-4fed-b284-79db507d3c38,7,9892695950785,80243018383196,52OCNLLGUXEIEKRSU,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",49.64,Jakarta,retailer,9892695950785,9892695950785
33706069-540c-400d-9bbd-222e111cd558,33706069-540c-400d-9bbd-222e111cd558,42f5b8a2-0c50-4b9d-8354-5edee56878c3,7,6973908982074,80243018383196,52OCNLLGUXEIEKRSU,1,2022-Aug-15T02:34:31 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",10.26,Jakarta,retailer,6973908982074,6973908982074
