event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,quantity,event_time,destination_gln,departure_gln,weight,temperature,generator_gln,last_pi_gln,next_pi_gln
6,3563664618168,1791360629402,4200372163464,2732104056119,40714803975584,59WUJLIEXBPUJB,55,2022-Jul-28T18:56:58 +0000,0335883576179,2927858300281,11.1,-3.7,3563664618168,3563664618168,4200372163464
6,3563664618168,1791360629402,3432582416909,8152127352670,55890814377995,87UOZ,124,2022-Jul-28T18:56:58 +0000,5140147574661,9222342048399,85.4,-2.7,3563664618168,3563664618168,3432582416909
6,3563664618168,3434103013680,4200372163464,5888535121466,14169936751495,23HQULVMDMBZNCWYFRJGB,79,2022-Jul-28T18:56:58 +0000,1599707347461,6296991071354,74.6,-0.1,3563664618168,3563664618168,4200372163464
6,3563664618168,3434103013680,1009884269290,2733883661827,00107469420375,90MAGOCGDELZNCTNV,39,2022-Jul-28T18:56:58 +0000,7634908639927,0706113567546,38.2,-3.5,3563664618168,3563664618168,1009884269290
6,3563664618168,4718583282593,1009884269290,4669352618729,92891114057775,55EAIAYQPJXPSTPVXUXFQML,55,2022-Jul-28T18:56:58 +0000,7059495797171,7758942893231,86.8,-3.1,3563664618168,3563664618168,1009884269290
6,3563664618168,1791360629402,3432582416909,2996559998437,20427697497433,42ZQJXRZDFNVRPG,26,2022-Jul-28T18:56:58 +0000,6264777690579,4177313132252,93.6,-9.1,3563664618168,3563664618168,3432582416909
6,3563664618168,4718583282593,3432582416909,1115237205380,90328135669878,55XAKMJVKAMOYKRYSAMIM,52,2022-Jul-28T18:56:58 +0000,2526241568790,9952626229421,49.4,-3.7,3563664618168,3563664618168,3432582416909
6,3563664618168,4718583282593,1009884269290,4966146034404,78268641334133,96MZJCOOWRUKXB,38,2022-Jul-28T18:56:58 +0000,1708884234521,3781972237477,28.8,-10.0,3563664618168,3563664618168,1009884269290
6,0595812457973,4718583282593,4200372163464,0997729440028,99820851226876,80CGVRZCSCSIN,104,2022-Jul-28T18:56:58 +0000,2642407303245,3222707299237,69.4,-5.0,0595812457973,0595812457973,4200372163464
6,0595812457973,3434103013680,4200372163464,7375669998434,45733470214260,74LMZRWMNWGJBWSTTRHPQ,104,2022-Jul-28T18:56:58 +0000,1083529109976,5113918323215,73.8,-3.5,0595812457973,0595812457973,4200372163464
6,0595812457973,1791360629402,3432582416909,9913145483091,84728276182024,106JIZEBXW,93,2022-Jul-28T18:56:58 +0000,5124524294041,4470518005574,35.9,-4.2,0595812457973,0595812457973,3432582416909
6,0595812457973,4718583282593,4200372163464,6662457010191,46901671125500,62HYZUHJAOMBQDHB,125,2022-Jul-28T18:56:58 +0000,5326996094464,2370287936407,16.6,-7.1,0595812457973,0595812457973,4200372163464
6,7163046123159,1791360629402,3432582416909,1441482323762,05707963563818,66RHSLQXAOHH,25,2022-Jul-28T18:56:58 +0000,1426849416150,9961170574469,83.8,-3.0,7163046123159,7163046123159,3432582416909
6,7163046123159,1791360629402,3432582416909,8899232786248,38800861234619,100RQZICCCFBVAPVXHLPCJDB,81,2022-Jul-28T18:56:58 +0000,9290277051796,5169689923009,43.3,-3.5,7163046123159,7163046123159,3432582416909
6,7163046123159,1791360629402,3432582416909,9072667689931,13389697208550,910LJQHOWXZISRDHMSOHUG,84,2022-Jul-28T18:56:58 +0000,1689595539808,4506505431074,90.1,-2.7,7163046123159,7163046123159,3432582416909
6,7163046123159,4718583282593,4200372163464,0760665105190,32951688965388,73WMHPH,72,2022-Jul-28T18:56:58 +0000,6852818452883,2879387781671,82.0,-3.4,7163046123159,7163046123159,4200372163464
6,3563664618168,1791360629402,1009884269290,7975403273473,45030245834845,14PZGI,124,2022-Jul-28T18:56:58 +0000,0188827458112,4711097970645,46.2,-7.0,3563664618168,3563664618168,1009884269290
6,3563664618168,4718583282593,1009884269290,7366036340891,09111234607871,39IEQ,65,2022-Jul-28T18:56:58 +0000,7538251717063,2181075567712,89.8,-4.6,3563664618168,3563664618168,1009884269290
6,7163046123159,4718583282593,1009884269290,1607499061859,63129339841030,1010CVB,50,2022-Jul-28T18:56:58 +0000,0543563501082,1652325587646,80.6,-9.2,7163046123159,7163046123159,1009884269290
6,7163046123159,4718583282593,3432582416909,8081200786836,18849208738473,57GUXQSFESS,34,2022-Jul-28T18:56:58 +0000,0760713355311,0973466966534,40.5,-1.0,7163046123159,7163046123159,3432582416909
6,3563664618168,1791360629402,4200372163464,9678966470622,08476271723532,210KJAJ,100,2022-Jul-28T18:56:58 +0000,9661826230536,6538913375580,93.0,-2.6,3563664618168,3563664618168,4200372163464
6,3563664618168,3434103013680,1009884269290,3800489082778,99389755011438,29LF,116,2022-Jul-28T18:56:58 +0000,0013560228348,2689468805778,46.9,-5.4,3563664618168,3563664618168,1009884269290
6,3563664618168,1791360629402,4200372163464,5540265367992,48030504106227,30NFWGFZUYYWGJDWVBDI,85,2022-Jul-28T18:56:58 +0000,6744515032929,9539924080126,70.4,-7.9,3563664618168,3563664618168,4200372163464
6,3563664618168,3434103013680,1009884269290,8026048908343,70774045737757,27ALNMCEZFY,97,2022-Jul-28T18:56:58 +0000,1433141553284,8897733860768,73.4,-2.7,3563664618168,3563664618168,1009884269290
6,7163046123159,4718583282593,4200372163464,6141641694871,55700738102759,101PTLVBQXALNVIFEBPXVV,116,2022-Jul-28T18:56:58 +0000,0290029796155,3390586877065,95.4,-7.9,7163046123159,7163046123159,4200372163464
6,7163046123159,4718583282593,3432582416909,3642598943455,87368776093124,29IPLVU,81,2022-Jul-28T18:56:58 +0000,6087283933626,3126508846373,99.4,-2.7,7163046123159,7163046123159,3432582416909
6,3563664618168,3434103013680,3432582416909,0460986749926,27673612659181,14BZWVBEYJAM,95,2022-Jul-28T18:56:58 +0000,5414437552184,3700797623956,36.2,-6.7,3563664618168,3563664618168,3432582416909
6,3563664618168,1791360629402,1009884269290,8877222724384,50235225790271,54XB,105,2022-Jul-28T18:56:58 +0000,5179448501532,1374292439592,27.8,-5.4,3563664618168,3563664618168,1009884269290
6,7163046123159,3434103013680,1009884269290,4062484466446,80898639515419,25WTUQQUAQSUDPYM,90,2022-Jul-28T18:56:58 +0000,7922205396295,6624077187192,46.8,-1.4,7163046123159,7163046123159,1009884269290
6,7163046123159,4718583282593,1009884269290,6904693071939,54872958674494,57MQBQGAAD,84,2022-Jul-28T18:56:58 +0000,8389873275070,7269011844282,70.8,-3.4,7163046123159,7163046123159,1009884269290
