event_type,retailer_gln,gtin,serial_number,quantity,event_time,location_gln,price,generator_gln,last_pi_gln
7,2308412172368,22417845491284,100P,1,2022-Aug-01T18:25:08 +0000,5961712919732,37.47,2308412172368,2308412172368
7,7736834431450,98599361064480,109HXLHBIKAERUAYVZ,1,2022-Aug-01T18:25:08 +0000,6369226826750,31.05,7736834431450,7736834431450
7,2308412172368,44987497748151,210UJQCJZOIMOVBOEUAESGF,1,2022-Aug-01T18:25:08 +0000,2736048528426,3.36,2308412172368,2308412172368
7,7725020081512,46566104896111,95SQGHBBCSQUJKDHGIXCYVO,1,2022-Aug-01T18:25:08 +0000,5350685082475,33.81,7725020081512,7725020081512
7,7736834431450,77566512966733,84KGBZXZOBPJPE,1,2022-Aug-01T18:25:08 +0000,1823944989088,24.61,7736834431450,7736834431450
7,7725020081512,64123192498736,87TOMFKDOOXY,1,2022-Aug-01T18:25:08 +0000,9643909773331,15.23,7725020081512,7725020081512
7,7736834431450,98965988279592,23MHTGWIPGECJGID,1,2022-Aug-01T18:25:08 +0000,3829027651597,10.21,7736834431450,7736834431450
7,2308412172368,15680667870956,19HDJXOV,1,2022-Aug-01T18:25:08 +0000,0898892259579,10.08,2308412172368,2308412172368
7,7725020081512,72871915122913,92SSHMAKPVLEJRZ,1,2022-Aug-01T18:25:08 +0000,7198822504404,38.56,7725020081512,7725020081512
7,2308412172368,80073279054555,55HMQOEHASFRKQLBHAEGR,1,2022-Aug-01T18:25:08 +0000,3614989619144,11.72,2308412172368,2308412172368
7,2308412172368,02586902050949,26XKUKWJCCTYA,1,2022-Aug-01T18:25:08 +0000,4614644223556,24.19,2308412172368,2308412172368
7,2308412172368,73851744395809,16ZHZKURSSRFTHZVXGQ,1,2022-Aug-01T18:25:08 +0000,4616572028623,19.84,2308412172368,2308412172368
7,7736834431450,70853687733177,72YI,1,2022-Aug-01T18:25:08 +0000,7064573642141,8.92,7736834431450,7736834431450
7,7725020081512,15475532758006,32JFWFPDLTPQIYEBMLIXZ,1,2022-Aug-01T18:25:08 +0000,3427763653998,27.6,7725020081512,7725020081512
7,2308412172368,16567969219860,68D,1,2022-Aug-01T18:25:08 +0000,4487782321677,43.62,2308412172368,2308412172368
7,7725020081512,74376050337481,14BUZUW,1,2022-Aug-01T18:25:08 +0000,7829557595377,5.99,7725020081512,7725020081512
7,7725020081512,01222989667383,27DMWOGQYRLPWKFAJN,1,2022-Aug-01T18:25:08 +0000,8118968771707,44.55,7725020081512,7725020081512
7,7736834431450,95660196315701,73TSRDDP,1,2022-Aug-01T18:25:08 +0000,3959491747834,45.64,7736834431450,7736834431450
7,7736834431450,71828998274277,17JVTQJREWSVGH,1,2022-Aug-01T18:25:08 +0000,3922877735091,43.14,7736834431450,7736834431450
