previous_key,new_key,event_id,event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,quantity,event_time,location_name,location_coordinate,departure_gln,weight,temperature,comapny_name,generator_type,generator_gln,last_pi_gln,next_pi_gln,company_name
"['8b83479d-8a45-49c7-9ffd-d012eb8ae1da', '0b6886d2-45cf-49cf-b521-affeab76e2fa']",8b83479d-8a45-49c7-9ffd-d012eb8ae1da,bba58114-4622-466e-8a55-3b59cdb471d5,6,5057042124049,9557032848969,5604165979870,5863724750632,79429977286956,90GVZNPYRVHYSFSTABDAKK,94,2022-Aug-17T02:18:09 +0000,Sarabaya,"-7.2600477,112.6385163",9984951264942,76.8,-7.6,iSwoGgd,,5057042124049,5057042124049,5604165979870,Sarabaya_processing_2
"['0c8c053a-7ee5-46d9-b534-13e0b24c1dd6', 'aa6aa7f5-9bad-40ef-9bc6-5fb290916451']",0c8c053a-7ee5-46d9-b534-13e0b24c1dd6,968bc35b-7e9f-437a-b6fa-a4bffcb1261e,6,5057042124049,3835036101899,4693866520302,7794468513953,62796636301554,84LEWBGUK,36,2022-Aug-17T02:18:09 +0000,Sarabaya,"-7.2600477,112.6385163",7645030043127,37.6,-5.4,MHlhbCp,,5057042124049,5057042124049,4693866520302,Sarabaya_processing_2
"['c9a68d5d-fb1a-4da0-a667-e7d45f98a900', '989afd99-80da-487d-ae86-ddf4b9e3c0d6']",c9a68d5d-fb1a-4da0-a667-e7d45f98a900,a5bd4367-efac-4736-b8ca-220ca285417d,6,1930315437046,3835036101899,6053154144542,3992328196947,45050788387911,66SVGESPHYKEQBFGINKWHT,111,2022-Aug-17T02:18:09 +0000,Sarabaya,"-7.243421,112.7372967",4702250419188,58.1,-9.3,pedIwDP,,1930315437046,1930315437046,6053154144542,Sarabaya_processing_1
"['e83812ac-2fac-432f-a901-6bd069aa899a', 'eb75cfa7-e28f-469e-90d5-5c09db1f62e1']",e83812ac-2fac-432f-a901-6bd069aa899a,03ed3bb4-80a1-4387-b559-d08dc8517146,6,1930315437046,9557032848969,6053154144542,5222383715719,51366368822648,43YMSAEVJ,89,2022-Aug-17T02:18:09 +0000,Sarabaya,"-7.243421,112.7372967",2506508555776,67.7,-2.6,FnXiGkM,,1930315437046,1930315437046,6053154144542,Sarabaya_processing_1
"['3e8f0893-9ef6-4d6e-8019-f13a5124fa42', '8601c57c-51c2-4d56-a2e7-eb5375e06dcb']",3e8f0893-9ef6-4d6e-8019-f13a5124fa42,c03de69a-e78a-4df6-9590-b234c76cca2f,6,8878968270139,9557032848969,4693866520302,8599781760656,40803786563333,70KCRBL,35,2022-Aug-17T02:18:09 +0000,Sarabaya,"7.2677701,112.7178386",2521988933634,38.3,-2.7,VjyZPLq,,8878968270139,8878968270139,4693866520302,Sarabaya_processing_0
"['7594c9ad-ca1f-4d8b-84aa-563e40c68694', '1ae5c5d2-5663-4eae-9f9a-7103969ff760']",7594c9ad-ca1f-4d8b-84aa-563e40c68694,37cf8566-31e2-47d7-9503-f54512f49790,6,5057042124049,3835036101899,5604165979870,4685579443826,54673575325133,24AIOCHNAVYVWXMKNOLS,108,2022-Aug-17T02:18:09 +0000,Sarabaya,"-7.2600477,112.6385163",8662923693354,92.5,-0.9,TSDpPtF,,5057042124049,5057042124049,5604165979870,Sarabaya_processing_2
"['05f4c005-230d-4f63-91d0-59b9fc470a30', 'fe6096e5-76c9-45be-8ffa-f791e124a1f9']",05f4c005-230d-4f63-91d0-59b9fc470a30,862b4789-c96c-4844-bc92-f2ae9bd47019,6,8878968270139,9557032848969,4693866520302,4525930712821,87247757085789,30ZBVTUPJEIFOUJHG,111,2022-Aug-17T02:18:09 +0000,Sarabaya,"7.2677701,112.7178386",7480836905336,30.4,-2.7,pzCAbrx,,8878968270139,8878968270139,4693866520302,Sarabaya_processing_0
"['2b5a230c-728d-4313-9f5d-2a0cc12892f6', 'e0bd7ef1-27d4-4684-9b81-e822e2404069']",2b5a230c-728d-4313-9f5d-2a0cc12892f6,205ffd58-6066-429c-a18f-3b246332160d,6,8878968270139,3835036101899,4693866520302,2745690637046,21800853418861,61OPKN,103,2022-Aug-17T02:18:09 +0000,Sarabaya,"7.2677701,112.7178386",6755953473842,61.2,-1.1,UCXjXhh,,8878968270139,8878968270139,4693866520302,Sarabaya_processing_0
"['f515812c-7453-46ce-8c99-9076fd5dfb82', '1338e9d8-3164-4c34-9fe6-cc8b718c24e8']",f515812c-7453-46ce-8c99-9076fd5dfb82,5af898f0-4bfb-4e73-b5ff-122637911d5f,6,5057042124049,3835036101899,5604165979870,1714143675733,76237951428577,98YVKHYMMG,53,2022-Aug-17T02:18:09 +0000,Sarabaya,"-7.2600477,112.6385163",4127641424138,25.9,-8.9,CkEwmnp,,5057042124049,5057042124049,5604165979870,Sarabaya_processing_2
"['69e38658-2d88-49c9-a383-fc91d83a77ed', '48cfd187-54f3-43f0-a8ec-f6d8a740b32d']",69e38658-2d88-49c9-a383-fc91d83a77ed,ff44d7b3-ac8f-4674-94b0-deb42755a7d3,6,8878968270139,3835036101899,4693866520302,2025384763465,68918491473612,99UZPXBHVOKFKOZCEVMFKFQ,83,2022-Aug-17T02:18:09 +0000,Sarabaya,"7.2677701,112.7178386",2850002319178,98.5,-6.6,ltOOELG,,8878968270139,8878968270139,4693866520302,Sarabaya_processing_0
