previous_key,new_key,event_id,event_type,retailer_gln,gtin,serial_number,quantity,event_time,location_name,location_coordinate,price,company_name,generator_type,generator_gln,last_pi_gln
e85038e6-77a4-4786-8546-2251f00b229b,e85038e6-77a4-4786-8546-2251f00b229b,15f3929d-38e5-4add-a325-b17927523042,7,2594088301209,80117094130712,18QZRPJSTMYBUVUFXHYMBWF,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",17.91,Jakarta,retailer,2594088301209,2594088301209
f48d0ef0-4d0a-4a47-901f-9b39dded00ad,f48d0ef0-4d0a-4a47-901f-9b39dded00ad,6f9eea92-1c46-4694-b777-4d1611ebe233,7,1615872129892,54560788303223,18KFQHXIBEQF,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",29.76,Jakarta,retailer,1615872129892,1615872129892
d3dafc8c-5179-4118-978b-2cef66ae6d64,d3dafc8c-5179-4118-978b-2cef66ae6d64,ea323c30-b51a-41ae-872f-a45c464c4b68,7,8635012883071,93913559141177,79GC,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",9.79,Jakarta,retailer,8635012883071,8635012883071
30b1a233-6457-42ae-b6f1-b4cac56d80ab,30b1a233-6457-42ae-b6f1-b4cac56d80ab,2fad02ea-5cdc-4d7a-ad8f-e2496552b0af,7,8635012883071,24410794680303,68GWACINNFVFXBZVVGXIVSU,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",16.93,Jakarta,retailer,8635012883071,8635012883071
2f877a67-0850-4c1e-beb8-dd0a0a7a3eaa,2f877a67-0850-4c1e-beb8-dd0a0a7a3eaa,588ba723-1463-4a26-ac6c-355f0e0b6138,7,1615872129892,15414006778688,05RSERTODBAOFBPJHMYJT,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",19.03,Jakarta,retailer,1615872129892,1615872129892
f5966d0e-dab8-4146-b54a-6b9129413374,f5966d0e-dab8-4146-b54a-6b9129413374,59021462-048a-432d-9ca7-1f626f6d69e5,7,1615872129892,24443717863871,610HFP,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",14.52,Jakarta,retailer,1615872129892,1615872129892
6c369cca-08d7-4bbe-8175-44e65696c217,6c369cca-08d7-4bbe-8175-44e65696c217,79e142f2-9007-4c14-a56d-4f24fcfb5edd,7,2594088301209,61063465724545,104NSGAEMFNMQCLATYM,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",38.75,Jakarta,retailer,2594088301209,2594088301209
afdf6a46-0a92-4d1f-9986-2c259c893abd,afdf6a46-0a92-4d1f-9986-2c259c893abd,21d3ce6e-25f0-49e3-9b17-324b8879854c,7,8635012883071,14017238242055,13LULD,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",36.96,Jakarta,retailer,8635012883071,8635012883071
dc8c0cb4-41b8-48c4-8e2a-8a263f9927bc,dc8c0cb4-41b8-48c4-8e2a-8a263f9927bc,40e845e8-a19f-4ef1-9934-8b47687553d5,7,1615872129892,26198127748630,16AIOQEGJPOFBIFXWZ,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",27.81,Jakarta,retailer,1615872129892,1615872129892
58328ed5-c027-4fcc-9702-c6ed5a4d5225,58328ed5-c027-4fcc-9702-c6ed5a4d5225,9cb8c680-8791-42fe-8266-5b2b342e4829,7,8635012883071,45847013775878,25EIIDSMMJRV,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",27.25,Jakarta,retailer,8635012883071,8635012883071
