previous_key,event_id,event_type,vessel_gln,gtin,serial_number,weight,event_time,location_name,location_coordinate,catch_date,vessal_owner_name,species,economic_zone,first_freeze_date,catch_certificate_id,conservation_reference_size,catch_area,company_name,generator_type,new_key,generator_gln,next_pi_gln
e4cd6588-5a95-471e-beaa-df51a8af583a,bfb9d6b2-a592-4683-bc02-5c85d381dd3f,1,8032958062643,39634994443387,32ZVGRAEUSDYYLKCN,7172,2022-Aug-10T07:48:52 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-10,KcBzHWw,Salmon,2396291867220,2022-Aug-10,75181043555586,24cm,5432692772140,Bali_factory_1,fishing vessel,e4cd6588-5a95-471e-beaa-df51a8af583a,8032958062643,5346897999480
7734e864-d5a1-484d-bb68-a74c01a52dde,e45deb3e-ff68-42f4-88cc-20d72832179b,1,7979459391097,24938290808824,96FENZTWZ,9847,2022-Aug-10T07:48:52 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-10,PhbOXtm,Salmon,9632440714005,2022-Aug-10,12312689760026,35cm,9605576056740,Bali_factory_2,fishing vessel,7734e864-d5a1-484d-bb68-a74c01a52dde,7979459391097,5346897999480
5e268d60-2d8a-47c5-822f-f6d794e8707a,bc8008b6-9b36-4ccb-97a3-598b51c543ed,1,8032958062643,60591390093134,210QDFHAGRU,9703,2022-Aug-10T07:48:52 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-10,gspsMqB,Salmon,4950572348723,2022-Aug-10,60012558822340,26cm,0593426475167,Bali_factory_1,fishing vessel,5e268d60-2d8a-47c5-822f-f6d794e8707a,8032958062643,5346897999480
85a5a750-68a2-4f85-bf81-2e669f9d4eb0,49ec7f16-29de-47fd-9fd0-0ad2d5de3a50,1,7979459391097,44993457100985,12OLOHIM,3257,2022-Aug-10T07:48:52 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-10,NUtddhS,Cod,1921943120677,2022-Aug-10,90169435088939,10cm,0247012377570,Bali_factory_2,fishing vessel,85a5a750-68a2-4f85-bf81-2e669f9d4eb0,7979459391097,2349449050522
01aa9f4d-dce0-4413-971a-8c18326c20d3,48470550-e920-47df-ae7c-75b5a824f05e,1,8032958062643,92628297469808,15CALHRYIXJSJYONM,5923,2022-Aug-10T07:48:52 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-10,yXUeuOY,Salmon,9145325109295,2022-Aug-10,79083851396910,17cm,4375640643202,Bali_factory_1,fishing vessel,01aa9f4d-dce0-4413-971a-8c18326c20d3,8032958062643,5346897999480
8eac9bdc-eb65-4370-92ba-5fffccc9ddc5,3dfca97e-102a-44d1-ab4c-effa2e83c0df,1,7979459391097,56171676458315,71NLVEHNISOS,9663,2022-Aug-10T07:48:52 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-10,pEbisLd,Salmon,7238305910780,2022-Aug-10,95292748432336,49cm,7801706514099,Bali_factory_2,fishing vessel,8eac9bdc-eb65-4370-92ba-5fffccc9ddc5,7979459391097,2458333589166
324c0d32-9d8b-463e-b09b-227d3f2f056e,ad23738a-614b-49ac-8e56-3adb97a7bce4,1,8800395673731,73361187203753,65YLKHDZMLXCJVC,8262,2022-Aug-10T07:48:52 +0000,Bali,"-8.785488,115.1833109",2022-Aug-10,DJGPMQr,Salmon,4861757932531,2022-Aug-10,21668416893343,22cm,7625797338071,Bali_factory_0,fishing vessel,324c0d32-9d8b-463e-b09b-227d3f2f056e,8800395673731,2349449050522
c94a8b46-87d8-40ed-8e17-4be39dfcebe1,f1d035f0-fc01-4e40-84f3-17180f997c69,1,8800395673731,63669256464005,99XWIJ,7903,2022-Aug-10T07:48:52 +0000,Bali,"-8.785488,115.1833109",2022-Aug-10,xAFNiQz,Cod,3800388045219,2022-Aug-10,27126601612460,34cm,1057976661497,Bali_factory_0,fishing vessel,c94a8b46-87d8-40ed-8e17-4be39dfcebe1,8800395673731,5346897999480
2d526b84-d647-48aa-a6eb-e408146221b8,303d6d6d-622e-4421-bbba-d8e023f5bc0d,1,8800395673731,56875436985851,39XYDGVNNASAKFISCIGY,8871,2022-Aug-10T07:48:52 +0000,Bali,"-8.785488,115.1833109",2022-Aug-10,nlyvSKw,Cod,4291050635123,2022-Aug-10,55562972417175,12cm,9447802776332,Bali_factory_0,fishing vessel,2d526b84-d647-48aa-a6eb-e408146221b8,8800395673731,2458333589166
8d5f75d9-7894-4153-bb32-b9267120c6e0,819b58c3-9c30-46ec-b4b4-5556c7c6ed14,1,8800395673731,30205406737649,11WGEQU,971,2022-Aug-10T07:48:52 +0000,Bali,"-8.785488,115.1833109",2022-Aug-10,WzIjeeY,Tuna,5615348931212,2022-Aug-10,93165400362552,11cm,4114974077708,Bali_factory_0,fishing vessel,8d5f75d9-7894-4153-bb32-b9267120c6e0,8800395673731,5346897999480
722e9ede-5313-40e4-9e97-1e41d03331b3,333649be-8741-4937-9999-df8f9111dcfd,1,8800395673731,26086394182739,37WJGTS,4905,2022-Aug-10T07:48:52 +0000,Bali,"-8.785488,115.1833109",2022-Aug-10,uHYdIIJ,Cod,1571052702330,2022-Aug-10,56397486766965,20cm,3494474910103,Bali_factory_0,fishing vessel,722e9ede-5313-40e4-9e97-1e41d03331b3,8800395673731,2349449050522
3c72a1d7-7ed2-4e98-a8e7-16812ab74156,1ef5c1b5-5044-473d-b691-d8b41018bd6a,1,8032958062643,20921273644159,06FC,6485,2022-Aug-10T07:48:52 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-10,fCvpeEj,Cod,8491453079939,2022-Aug-10,63893856462084,14cm,9773873065107,Bali_factory_1,fishing vessel,3c72a1d7-7ed2-4e98-a8e7-16812ab74156,8032958062643,5346897999480
1293b5df-10d8-4c8d-862f-7ec9a102dd3b,cae1ea7b-e8b4-4c2e-a06a-96cfa639cd2c,1,7979459391097,63259253486680,34AKEVBJWIYNKESJMMH,6403,2022-Aug-10T07:48:52 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-10,lbJogcw,Cod,9056185090782,2022-Aug-10,14167208704454,49cm,6421062926698,Bali_factory_2,fishing vessel,1293b5df-10d8-4c8d-862f-7ec9a102dd3b,7979459391097,5346897999480
1e532d42-9130-4c3b-9923-59563f5b69a0,a2922841-adc4-486a-9f4d-09edc47c86e6,1,8800395673731,07339872814764,65UE,4163,2022-Aug-10T07:48:52 +0000,Bali,"-8.785488,115.1833109",2022-Aug-10,fNdyZGU,Cod,6522668702741,2022-Aug-10,15727989244588,36cm,9471501438888,Bali_factory_0,fishing vessel,1e532d42-9130-4c3b-9923-59563f5b69a0,8800395673731,2458333589166
3e7010e2-277e-48ca-b4ed-fdd5d3c4ab62,0dbd4ad5-c3ee-4698-aec1-a9dc86bc8c39,1,8800395673731,18256391145685,95UKZNNYFZSBK,9957,2022-Aug-10T07:48:52 +0000,Bali,"-8.785488,115.1833109",2022-Aug-10,DVSasSi,Cod,4515356382905,2022-Aug-10,37907899305934,11cm,6328325481874,Bali_factory_0,fishing vessel,3e7010e2-277e-48ca-b4ed-fdd5d3c4ab62,8800395673731,5346897999480
aebb3771-342c-4225-8b95-43e4f62292d8,86857161-0813-4dae-9697-40cd4e91b50e,1,8032958062643,24478781430208,26OLXIKET,3687,2022-Aug-10T07:48:52 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-10,ZVZZZEb,Tuna,0196660954899,2022-Aug-10,42050219878335,38cm,3848107024952,Bali_factory_1,fishing vessel,aebb3771-342c-4225-8b95-43e4f62292d8,8032958062643,5346897999480
b90f5020-b0da-4d38-8367-3b0bb7c7dffe,ad7f6c9f-0b45-43f7-919c-bdf3f4f15aa3,1,8032958062643,19236246118412,07HNI,6344,2022-Aug-10T07:48:52 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-10,wGPyJEZ,Salmon,8732092671858,2022-Aug-10,53159478163276,33cm,2844528823092,Bali_factory_1,fishing vessel,b90f5020-b0da-4d38-8367-3b0bb7c7dffe,8032958062643,5346897999480
07aca97e-c309-4db7-ab4b-26cf9d20eff8,232bbf3a-3249-43fd-9867-6af28c7ae132,1,7979459391097,95833472243108,67GPC,7343,2022-Aug-10T07:48:52 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-10,SURBDRo,Cod,5126563868492,2022-Aug-10,44232820737312,16cm,1261842106368,Bali_factory_2,fishing vessel,07aca97e-c309-4db7-ab4b-26cf9d20eff8,7979459391097,5346897999480
8eabc700-340e-428d-95de-4852c1454fca,0ef60599-ceb3-4417-97de-1634e37f7a73,1,7979459391097,48460767017430,810JAIX,8220,2022-Aug-10T07:48:52 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-10,JtmowYk,Cod,3288257757277,2022-Aug-10,12927632068982,30cm,7458303443938,Bali_factory_2,fishing vessel,8eabc700-340e-428d-95de-4852c1454fca,7979459391097,2349449050522
893964b9-45b1-4ecb-b88d-943bb7637de6,1530e669-8f95-4fc0-a6c2-5b3ce7065178,1,8032958062643,34566348598953,20OEDQVMKUBHNIL,9614,2022-Aug-10T07:48:52 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-10,vPFRwNK,Cod,8788524919542,2022-Aug-10,31832062210380,14cm,0313872189899,Bali_factory_1,fishing vessel,893964b9-45b1-4ecb-b88d-943bb7637de6,8032958062643,2349449050522
2ec34621-22de-49ff-8bc6-54dba80150ae,e3212bee-ab14-45d4-917b-5bf71312d675,1,8032958062643,50721391995819,19XAE,9854,2022-Aug-10T07:48:52 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-10,sQanEKJ,Salmon,3292923396778,2022-Aug-10,71943166298716,36cm,2783510438257,Bali_factory_1,fishing vessel,2ec34621-22de-49ff-8bc6-54dba80150ae,8032958062643,2349449050522
c15a5f5d-2848-4403-bd83-abc91f653a4b,0a8c2441-01e1-4eb4-9289-28a2f6f09798,1,8032958062643,30875734709189,17HYGULNM,8560,2022-Aug-10T07:48:52 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-10,fFFwYEd,Cod,8730363532674,2022-Aug-10,11954835301605,17cm,2699265226234,Bali_factory_1,fishing vessel,c15a5f5d-2848-4403-bd83-abc91f653a4b,8032958062643,2458333589166
1ac89693-f6bd-4ef6-8aff-a123fbfa966e,975c9b96-f61e-4330-bd26-b3ba12bb81c6,1,7979459391097,74893268324754,01QUNNJASTAVIXGCMF,7374,2022-Aug-10T07:48:52 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-10,duDFAUD,Salmon,0225674821135,2022-Aug-10,43347114166972,48cm,6202243957700,Bali_factory_2,fishing vessel,1ac89693-f6bd-4ef6-8aff-a123fbfa966e,7979459391097,2458333589166
f5ed071e-fc2c-4ff5-9569-bcdc3e704de9,d23fb3bf-6c79-43eb-8e62-6c721cc643cd,1,7979459391097,96949568747841,55JXZWOFGYSS,4886,2022-Aug-10T07:48:52 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-10,CSCVwhT,Cod,8909442673485,2022-Aug-10,58000049641167,17cm,2428526461002,Bali_factory_2,fishing vessel,f5ed071e-fc2c-4ff5-9569-bcdc3e704de9,7979459391097,5346897999480
50492bb0-5b13-444e-8aa4-c45bbe930740,5ceb172c-7da8-4c2c-9edd-431f51c84d33,1,7979459391097,69533769413122,62AGDQPUSCSTKJHM,514,2022-Aug-10T07:48:52 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-10,wUHOQYl,Salmon,8964534457872,2022-Aug-10,13981121535126,22cm,2296737359251,Bali_factory_2,fishing vessel,50492bb0-5b13-444e-8aa4-c45bbe930740,7979459391097,2349449050522
e75a8227-4475-4cb2-a95f-8a00312d77f7,3b1ff4fb-bbc8-4ecd-ab67-929825ebb073,1,8032958062643,99399369044827,60LK,3048,2022-Aug-10T07:48:52 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-10,fLIUkNY,Tuna,5235142748858,2022-Aug-10,88292551564950,36cm,7368840214890,Bali_factory_1,fishing vessel,e75a8227-4475-4cb2-a95f-8a00312d77f7,8032958062643,5346897999480
d7a451ab-85a8-415e-9315-09bf3ec01f86,785c12c5-730e-43eb-aace-9a0b76eb58fe,1,7979459391097,26023195384407,88CFX,5776,2022-Aug-10T07:48:52 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-10,MaNUvqj,Salmon,1469910368513,2022-Aug-10,07599417093060,33cm,8132815225671,Bali_factory_2,fishing vessel,d7a451ab-85a8-415e-9315-09bf3ec01f86,7979459391097,5346897999480
fe9a22ab-6065-45fe-aab1-4eaa60ef1e03,f9c078ad-9f4e-4bda-aa1c-dd1e9b1785ae,1,8800395673731,27462131636499,52MCKRPRH,7542,2022-Aug-10T07:48:52 +0000,Bali,"-8.785488,115.1833109",2022-Aug-10,xiOYgWk,Tuna,4492036939930,2022-Aug-10,65730066627940,20cm,7843136462587,Bali_factory_0,fishing vessel,fe9a22ab-6065-45fe-aab1-4eaa60ef1e03,8800395673731,2458333589166
a1923210-e334-4e16-9c76-e2a3c3de6a59,a644cea7-717d-4024-ab09-b2a9ea782469,1,8800395673731,69597088761541,01DBYGJKXYCOPHMT,2034,2022-Aug-10T07:48:52 +0000,Bali,"-8.785488,115.1833109",2022-Aug-10,RSUGYcz,Tuna,9451945409986,2022-Aug-10,60543804613946,25cm,2017543066742,Bali_factory_0,fishing vessel,a1923210-e334-4e16-9c76-e2a3c3de6a59,8800395673731,5346897999480
4b128355-9058-4eaf-b9be-8baaebec8348,019a019f-9903-451b-878b-96e3915e3eb7,1,8032958062643,02909355313402,81JGGSA,1045,2022-Aug-10T07:48:52 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-10,xInwuzX,Tuna,6701680426831,2022-Aug-10,00409461502802,14cm,3478813161915,Bali_factory_1,fishing vessel,4b128355-9058-4eaf-b9be-8baaebec8348,8032958062643,2349449050522
