event_id,event_type,factory_gln,input_gtin,output_gtin,serial_number,quantity,event_time,location_name,location_coordinate,brand_name,storage_state,expiration_date,comapny_name,generator_type,new_key,previous_key,generator_gln,last_pi_gln,next_pi_gln,company_name
41d78e30-9c4b-4a12-8391-dfb6ebe5e0b8,4,8476421023881,"['26086394182739', '20921273644159']",['90228486591293'],64LNIIZXMJODUXW,370,2022-Aug-15T15:48:52 +0000,Sarabaya,"-7.243421,112.7372967",ceinZykkYw,PREVIOUSLY_FROZEN,2022-10-13,ZqUGJeA,processing company,e85038e6-77a4-4786-8546-2251f00b229b,"['722e9ede-5313-40e4-9e97-1e41d03331b3', '3c72a1d7-7ed2-4e98-a8e7-16812ab74156']",8476421023881,"['7052370888987', '8989643509926']",8476421023881,Sarabaya_processing_1
048b5aac-63c1-4f18-9907-2db6a31bd8b4,4,8476421023881,"['63259253486680', '07339872814764']",['72853058915199'],19JITZHHUAHMLGZC,478,2022-Aug-15T15:48:52 +0000,Sarabaya,"-7.243421,112.7372967",ikuedriSjF,PREVIOUSLY_FROZEN,2022-10-13,Xptzjjc,processing company,f48d0ef0-4d0a-4a47-901f-9b39dded00ad,"['1293b5df-10d8-4c8d-862f-7ec9a102dd3b', '1e532d42-9130-4c3b-9923-59563f5b69a0']",8476421023881,"['7052370888987', '7052370888987']",8476421023881,Sarabaya_processing_1
c0dd2b47-2ade-423b-91be-e59e24083e0d,4,8391076131052,"['18256391145685', '24478781430208']",['83512361854632'],21BZD,337,2022-Aug-15T15:48:52 +0000,Sarabaya,"-7.2600477,112.6385163",JwkLJqmbqy,PREVIOUSLY_FROZEN,2022-10-13,XFmNpsG,processing company,d3dafc8c-5179-4118-978b-2cef66ae6d64,"['3e7010e2-277e-48ca-b4ed-fdd5d3c4ab62', 'aebb3771-342c-4225-8b95-43e4f62292d8']",8391076131052,"['8989643509926', '8989643509926']",8391076131052,Sarabaya_processing_2
3d4a460f-983f-4e06-ab7a-1f62b289d0bb,4,0307593212864,"['19236246118412', '95833472243108']",['88775800713759'],09DZM,345,2022-Aug-15T15:48:52 +0000,Sarabaya,"7.2677701,112.7178386",PvJFuxgMfF,PREVIOUSLY_FROZEN,2022-10-13,qqnNbSh,processing company,30b1a233-6457-42ae-b6f1-b4cac56d80ab,"['b90f5020-b0da-4d38-8367-3b0bb7c7dffe', '07aca97e-c309-4db7-ab4b-26cf9d20eff8']",0307593212864,"['8989643509926', '3173907693578']",0307593212864,Sarabaya_processing_0
eb38a56c-b1df-46f7-8a58-8abb09775a18,4,0307593212864,"['48460767017430', '34566348598953']",['95561647324516'],16SBKRNIZJSWLUCVODSGDP,394,2022-Aug-15T15:48:52 +0000,Sarabaya,"7.2677701,112.7178386",LfKCZhKjCb,PREVIOUSLY_FROZEN,2022-10-13,kldkand,processing company,2f877a67-0850-4c1e-beb8-dd0a0a7a3eaa,"['8eabc700-340e-428d-95de-4852c1454fca', '893964b9-45b1-4ecb-b88d-943bb7637de6']",0307593212864,"['3173907693578', '3173907693578']",0307593212864,Sarabaya_processing_0
eaafea6a-6789-44ee-86f5-59257ada9106,4,8391076131052,"['50721391995819', '30875734709189']",['26113112766468'],80XUQJBKWESOLMCC,114,2022-Aug-15T15:48:52 +0000,Sarabaya,"-7.2600477,112.6385163",UJXXzqfuil,PREVIOUSLY_FROZEN,2022-10-13,CtwLegg,processing company,f5966d0e-dab8-4146-b54a-6b9129413374,"['2ec34621-22de-49ff-8bc6-54dba80150ae', 'c15a5f5d-2848-4403-bd83-abc91f653a4b']",8391076131052,"['7052370888987', '7052370888987']",8391076131052,Sarabaya_processing_2
11fbaf96-e6a3-4623-8d6b-c57c3d21d97e,4,0307593212864,"['74893268324754', '96949568747841']",['78008562227891'],107RWIOE,361,2022-Aug-15T15:48:52 +0000,Sarabaya,"7.2677701,112.7178386",AlpnQfIdYd,PREVIOUSLY_FROZEN,2022-10-13,tTNRZAM,processing company,6c369cca-08d7-4bbe-8175-44e65696c217,"['1ac89693-f6bd-4ef6-8aff-a123fbfa966e', 'f5ed071e-fc2c-4ff5-9569-bcdc3e704de9']",0307593212864,"['3173907693578', '8989643509926']",0307593212864,Sarabaya_processing_0
4d047d40-d81a-4bb1-8b5e-77226c0dc553,4,8476421023881,"['69533769413122', '99399369044827']",['98447144810727'],93EWW,377,2022-Aug-15T15:48:52 +0000,Sarabaya,"-7.243421,112.7372967",mAPCzCXnfB,PREVIOUSLY_FROZEN,2022-10-13,JYwrsWR,processing company,afdf6a46-0a92-4d1f-9986-2c259c893abd,"['50492bb0-5b13-444e-8aa4-c45bbe930740', 'e75a8227-4475-4cb2-a95f-8a00312d77f7']",8476421023881,"['3173907693578', '3173907693578']",8476421023881,Sarabaya_processing_1
f59efc9d-355a-4730-97c6-cf9945bbce49,4,8391076131052,"['26023195384407', '27462131636499']",['55484108092992'],69FJBZERAZJVYOIBOYWFK,231,2022-Aug-15T15:48:52 +0000,Sarabaya,"-7.2600477,112.6385163",UHvYWljoZI,PREVIOUSLY_FROZEN,2022-10-13,GAULJFf,processing company,dc8c0cb4-41b8-48c4-8e2a-8a263f9927bc,"['d7a451ab-85a8-415e-9315-09bf3ec01f86', 'fe9a22ab-6065-45fe-aab1-4eaa60ef1e03']",8391076131052,"['8989643509926', '7052370888987']",8391076131052,Sarabaya_processing_2
f37ab0c7-1184-4f13-a98d-6db8fb7f5b0f,4,0307593212864,"['69597088761541', '02909355313402']",['24784758570756'],92QIIWCDCJKRJHKDUTEV,135,2022-Aug-15T15:48:52 +0000,Sarabaya,"7.2677701,112.7178386",bXgZQJTisn,PREVIOUSLY_FROZEN,2022-10-13,csxAfYj,processing company,58328ed5-c027-4fcc-9702-c6ed5a4d5225,"['a1923210-e334-4e16-9c76-e2a3c3de6a59', '4b128355-9058-4eaf-b9be-8baaebec8348']",0307593212864,"['8989643509926', '3173907693578']",0307593212864,Sarabaya_processing_0
