event_type,auction_gln,supplier_gln,customer_gln,gtin,serial_number,weight,event_time,location_gln,product_name,generator_gln,last_pi_gln,next_pi_gln
2,6882348253226,6072638267501,8782976061945,25329974661168,02ONQSPQZRWAZHJNRXUNM,2453,2022-Jul-22T15:11:57 +0000,7927224664290,TnWep,6882348253226,6072638267501,8180646024820
2,6882348253226,6072638267501,8782976061945,10638362746820,14GMWYORJIIQEQBAJFFM,4396,2022-Jul-22T15:11:57 +0000,9531839403809,lIhTw,6882348253226,6072638267501,8180646024820
2,4505048270276,6072638267501,8782976061945,97485063734237,29QFHOJPPERJGJCQVVCDCGJ,8008,2022-Jul-22T15:11:57 +0000,4704537176716,tjpob,4505048270276,6072638267501,8180646024820
2,4505048270276,6072638267501,8782976061945,62967754590138,010UWISKXXXFQTIUWGILB,5833,2022-Jul-22T15:11:57 +0000,4502011633295,VTcYi,4505048270276,6072638267501,8180646024820
2,2135674032565,6072638267501,8782976061945,55969935050344,109TOWXPRIOHSEWDVWUTXSQJ,6967,2022-Jul-22T15:11:57 +0000,3522507454911,ANBoL,2135674032565,6072638267501,8782976061945
2,2135674032565,6072638267501,8782976061945,34396289416829,73ABFD,1151,2022-Jul-22T15:11:57 +0000,5800316988524,LnIlR,2135674032565,6072638267501,8782976061945
2,2135674032565,5962880539575,8782976061945,71765265374275,108TNIXJTFOHABVCTUE,3518,2022-Jul-22T15:11:57 +0000,8253110833928,tbLGJ,2135674032565,5962880539575,2726709554797
2,2135674032565,5962880539575,8782976061945,30034587014886,74ISXZUZ,2934,2022-Jul-22T15:11:57 +0000,3939343548819,HPWFb,2135674032565,5962880539575,2726709554797
2,4505048270276,6072638267501,8782976061945,89069161810276,79EMAGSISOQY,4569,2022-Jul-22T15:11:57 +0000,8215048847625,iMbeR,4505048270276,6072638267501,2726709554797
2,4505048270276,6072638267501,8782976061945,89226391707402,44HOCQXH,2291,2022-Jul-22T15:11:57 +0000,7111206426656,MreLs,4505048270276,6072638267501,2726709554797
2,4505048270276,5962880539575,8180646024820,48109043855644,610CCSGFELWOK,6849,2022-Jul-22T15:11:57 +0000,1388884131017,BYDSF,4505048270276,5962880539575,8180646024820
2,4505048270276,5962880539575,8180646024820,27106513551753,37KQWIQ,6514,2022-Jul-22T15:11:57 +0000,9605909944316,sxJSL,4505048270276,5962880539575,8180646024820
2,6882348253226,5962880539575,8180646024820,70315563929218,46CPAMMIILZAERBVLOJWP,9086,2022-Jul-22T15:11:57 +0000,2999070448326,PboUk,6882348253226,5962880539575,8180646024820
2,6882348253226,5962880539575,8180646024820,69082955089304,07SQANMFMN,1906,2022-Jul-22T15:11:57 +0000,8069471659457,pIBVT,6882348253226,5962880539575,8180646024820
2,2135674032565,3087097075039,8782976061945,02238391665146,101WQGPIXVMCQTBE,5116,2022-Jul-22T15:11:57 +0000,4345233905840,pITgd,2135674032565,3087097075039,8782976061945
2,2135674032565,3087097075039,8782976061945,34863228609083,10CCFMVVELQVHV,2511,2022-Jul-22T15:11:57 +0000,3436917123299,blxkO,2135674032565,3087097075039,8782976061945
2,6882348253226,3087097075039,8180646024820,42414542996070,80BUWTDN,2026,2022-Jul-22T15:11:57 +0000,4821609738921,xYyvX,6882348253226,3087097075039,2726709554797
2,6882348253226,3087097075039,8180646024820,65570108315716,98WXQARIQOLZWPVFLUCY,4999,2022-Jul-22T15:11:57 +0000,9361686794594,IeeNC,6882348253226,3087097075039,2726709554797
2,2135674032565,5962880539575,2726709554797,37722289820130,74NXVFB,8545,2022-Jul-22T15:11:57 +0000,7239760203148,RCKNm,2135674032565,5962880539575,8180646024820
2,2135674032565,5962880539575,2726709554797,23172327647264,51YDWSIFP,1418,2022-Jul-22T15:11:57 +0000,6362252901543,SztUs,2135674032565,5962880539575,8180646024820
2,2135674032565,3087097075039,2726709554797,91563147185187,103KJUYSCL,8867,2022-Jul-22T15:11:57 +0000,9765526536467,CMpzX,2135674032565,3087097075039,8180646024820
2,2135674032565,3087097075039,2726709554797,04631455081278,11PAJZJXJOQXNSDQKIYKKVO,7388,2022-Jul-22T15:11:57 +0000,5641148835730,ERwar,2135674032565,3087097075039,8180646024820
2,2135674032565,6072638267501,8180646024820,11762495845847,710IKRQHY,3397,2022-Jul-22T15:11:57 +0000,8022074147956,OQiBk,2135674032565,6072638267501,8782976061945
2,2135674032565,6072638267501,8180646024820,04659571398757,76INJUXTIDTO,7826,2022-Jul-22T15:11:57 +0000,5321189244821,WrATW,2135674032565,6072638267501,8782976061945
2,2135674032565,3087097075039,2726709554797,20542283624993,46MGKIG,1444,2022-Jul-22T15:11:57 +0000,1975090324351,nVHtw,2135674032565,3087097075039,2726709554797
2,2135674032565,3087097075039,2726709554797,92497193653521,01FQJFQUTJ,8411,2022-Jul-22T15:11:57 +0000,4143737871742,BqyEX,2135674032565,3087097075039,2726709554797
2,6882348253226,3087097075039,2726709554797,06908693491082,310TVLA,6042,2022-Jul-22T15:11:57 +0000,2259615709665,cZrAs,6882348253226,3087097075039,8180646024820
2,6882348253226,3087097075039,2726709554797,13322367394049,54OCHJEPTGSCRFRCCY,913,2022-Jul-22T15:11:57 +0000,3492143715863,Psjsn,6882348253226,3087097075039,8180646024820
