event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,destination_gln,departure_gln,temperature,generator_gln,last_pi_gln,next_pi_gln
3,8366750477369,6175564363221,7449482494005,5512283935709,71424145910886,1010KEEABNUWAFCE,6350,2022-Jul-25T18:21:44 +0000,5977410178395,1069624786907,-8.0,7449482494005,8952125304736,6175564363221
3,8545460489289,8333393268870,2120438658532,0827116859818,39373625143458,13ZDTXAFOKXMWSN,969,2022-Jul-25T18:21:44 +0000,2900114684685,7393897707200,-7.2,2120438658532,7856828308118,8333393268870
3,8545460489289,8333393268870,2120438658532,0800852939732,08075303830299,68RLHFKYPEBBODTEV,6711,2022-Jul-25T18:21:44 +0000,2150808433463,5205934401960,-0.3,2120438658532,7856828308118,8333393268870
3,8366750477369,8333393268870,7449482494005,3049882714261,91021872236198,63GGF,2051,2022-Jul-25T18:21:44 +0000,1346150638142,5286272957897,-8.0,7449482494005,7856828308118,8333393268870
3,8366750477369,8333393268870,7449482494005,8696768018380,85264441871231,107VFV,5904,2022-Jul-25T18:21:44 +0000,4415536873642,2049350656096,-0.7,7449482494005,7856828308118,8333393268870
3,6202705050110,8333393268870,7449482494005,8212164483955,68551960692990,52JVAVRZRWRUIS,4611,2022-Jul-25T18:21:44 +0000,0186947764315,3904234107602,-5.5,7449482494005,8952125304736,8333393268870
3,6202705050110,8333393268870,7449482494005,0891462453612,46563039056231,103ZGZDS,3035,2022-Jul-25T18:21:44 +0000,2432685970465,5620831463151,-0.1,7449482494005,8952125304736,8333393268870
3,8366750477369,8333393268870,5217276845326,1895810263015,89257781413283,16NAMZOVW,3629,2022-Jul-25T18:21:44 +0000,4653492121432,2979634784604,-2.0,5217276845326,7856828308118,8333393268870
3,8366750477369,8333393268870,5217276845326,2758317634723,44381359036493,94OVWRCHWEUREG,6849,2022-Jul-25T18:21:44 +0000,2870986961704,1250128368480,-2.2,5217276845326,7856828308118,8333393268870
3,8366750477369,8333393268870,7449482494005,3646625303201,64193477486087,23ZOQLOPTNM,9103,2022-Jul-25T18:21:44 +0000,9033284782307,2406291181537,-4.8,7449482494005,8952125304736,8333393268870
3,8366750477369,8333393268870,7449482494005,7084911123419,79519634791340,36IEHMQBMEARH,3772,2022-Jul-25T18:21:44 +0000,2791912713613,6261428355176,-9.7,7449482494005,8952125304736,8333393268870
3,6202705050110,6175564363221,7449482494005,0031418221332,84763131548487,02LHEOCGSNEQNADXNSZXG,8872,2022-Jul-25T18:21:44 +0000,3591292000498,5792772886518,-0.0,7449482494005,7856828308118,6175564363221
3,6202705050110,6175564363221,7449482494005,5523528791867,55897004220838,109K,5790,2022-Jul-25T18:21:44 +0000,6173743837955,4385464212432,-0.6,7449482494005,7856828308118,6175564363221
3,8366750477369,7288533981662,5217276845326,8369494525716,12143103524707,510ALVLRFCUNTLHKTN,2736,2022-Jul-25T18:21:44 +0000,8186098101178,0497827346799,-10.0,5217276845326,7856828308118,7288533981662
3,8366750477369,7288533981662,5217276845326,6277688849745,65839161847299,25ZYVSRYQCUD,5519,2022-Jul-25T18:21:44 +0000,4486262949501,4509657364428,-1.1,5217276845326,7856828308118,7288533981662
3,6202705050110,6175564363221,7449482494005,4515973334217,53319293973006,66RRIF,2173,2022-Jul-25T18:21:44 +0000,4260752189778,8023253556149,-9.1,7449482494005,8952125304736,6175564363221
3,6202705050110,6175564363221,7449482494005,4665603617028,21842569950493,25B,3893,2022-Jul-25T18:21:44 +0000,4436397678279,1438488962782,-6.0,7449482494005,8952125304736,6175564363221
