event_type,vessel_gln,gtin,serial_number,weight,event_time,location_gln,catch_date,vessal_owner_name,species,economic_zone,first_freeze_date,catch_certificate_id,conservation_reference_size,catch_area,generator_gln,next_pi_gln
1,1058980592402,69579773763342,83BKYG,0,2022-Jul-21T10:53:48 +0000,1488627879955,2022-Jul-21,MaahZXD,qWQUO,1288181210381,2022-Jul-21,25657455317320,46cm,1703963278503,1058980592402,5141247000519
1,3479784872818,95392162727592,102JYRHT,0,2022-Jul-21T10:53:48 +0000,4581640450651,2022-Jul-21,gNuyBGR,tEZnS,7316675108880,2022-Jul-21,28503702934464,14cm,2282382813166,3479784872818,9043194762598
1,3479784872818,99776235395998,35YPUCISQVSYTSZMMAA,0,2022-Jul-21T10:53:48 +0000,3141887744102,2022-Jul-21,UZSeROi,HcRtZ,8798072883640,2022-Jul-21,18772535589240,48cm,2146596336037,3479784872818,9043194762598
1,3479784872818,67762541421234,101AAEZTLOVBJQUVGOP,0,2022-Jul-21T10:53:48 +0000,1549832542509,2022-Jul-21,PhbplXB,qXKek,7366552786787,2022-Jul-21,60485196870844,42cm,4591994173744,3479784872818,5141247000519
1,3479784872818,72911131751613,310VEGPXXI,0,2022-Jul-21T10:53:48 +0000,2415921649551,2022-Jul-21,TBHXJtY,BWkpJ,1061705979374,2022-Jul-21,33396716530368,16cm,3101834422885,3479784872818,5141247000519
1,7697529455769,13062686219879,91AEPHACNXCPCKHQVCWOV,0,2022-Jul-21T10:53:48 +0000,3182177105200,2022-Jul-21,jpdITHZ,fLzcn,2826019571039,2022-Jul-21,71506400479808,31cm,0352568008366,7697529455769,5141247000519
1,7697529455769,11447990036890,11XUTKPSKETPQ,0,2022-Jul-21T10:53:48 +0000,5009117894642,2022-Jul-21,wxZSyrO,ONgCk,8742494644136,2022-Jul-21,13495419863408,36cm,9545911432484,7697529455769,5141247000519
1,7697529455769,51818295025514,11NTKKDPPEIIDXLQO,0,2022-Jul-21T10:53:48 +0000,4353643291482,2022-Jul-21,OBvPlVz,RwHGi,7875395204176,2022-Jul-21,11936311051277,13cm,0615920256679,7697529455769,5141247000519
1,7697529455769,49741868166244,68BEWDALRZTB,0,2022-Jul-21T10:53:48 +0000,9936465794078,2022-Jul-21,mPdrhPx,wqlCR,6329337612279,2022-Jul-21,73903395758895,27cm,9775192340482,7697529455769,5141247000519
1,1058980592402,13098636825141,01GIWRGPMSQEFRFDB,0,2022-Jul-21T10:53:48 +0000,8563131125676,2022-Jul-21,FLPuhLS,RcOOB,0417731460197,2022-Jul-21,10257479345682,44cm,0419559295974,1058980592402,9043194762598
1,1058980592402,48240112740328,15IKCJRKCZAHOBGHVONOLIU,0,2022-Jul-21T10:53:48 +0000,1549506753732,2022-Jul-21,umRCTik,qzjDC,2606948911924,2022-Jul-21,74805149347258,32cm,3022762164262,1058980592402,9043194762598
1,1058980592402,13672285296046,09RQMWVVFFURXJSWFMTHGVQ,0,2022-Jul-21T10:53:48 +0000,1618148437672,2022-Jul-21,bsARyXA,snCni,5836286599517,2022-Jul-21,19912690570714,36cm,6500955146126,1058980592402,2926780034559
1,1058980592402,28304802973387,45ATFLRIR,0,2022-Jul-21T10:53:48 +0000,7161234863353,2022-Jul-21,QUZEUKC,uJBli,6479229250526,2022-Jul-21,31138205434487,23cm,5951152546051,1058980592402,2926780034559
1,1058980592402,62204458000421,07DNXSTUAMRVBWL,0,2022-Jul-21T10:53:48 +0000,0623926463099,2022-Jul-21,ixzVFvZ,mjHMO,0570768060617,2022-Jul-21,57512943339088,14cm,1276539729088,1058980592402,5141247000519
1,1058980592402,84048626379689,48VFMQD,0,2022-Jul-21T10:53:48 +0000,4885209676329,2022-Jul-21,qiUcagm,UXTlE,7473771495109,2022-Jul-21,29610668453162,46cm,6413665667654,1058980592402,5141247000519
1,3479784872818,70002368832465,15GDNKDAZEFJBAGABCLGFFA,0,2022-Jul-21T10:53:48 +0000,8487091528030,2022-Jul-21,hrNMCVt,VHloQ,2556394652512,2022-Jul-21,86964304317669,13cm,4350847262297,3479784872818,2926780034559
1,3479784872818,52575089321330,92HXYORDS,0,2022-Jul-21T10:53:48 +0000,2057459306906,2022-Jul-21,KsIWidF,sDjcK,6895619376661,2022-Jul-21,65582947621360,11cm,3023449711379,3479784872818,2926780034559
1,7697529455769,52729674652553,59WPTYOIUHHLYTXR,0,2022-Jul-21T10:53:48 +0000,9008642295731,2022-Jul-21,CReYClo,dYaKq,8365884371395,2022-Jul-21,91321281673913,31cm,1619568736266,7697529455769,5141247000519
1,7697529455769,66484292323489,61OPWZNGP,0,2022-Jul-21T10:53:48 +0000,5160043967801,2022-Jul-21,pOxLxDk,ftNno,2570753606489,2022-Jul-21,65711391616697,28cm,4200287113583,7697529455769,5141247000519
