previous_key,new_key,event_id,event_type,retailer_gln,gtin,serial_number,quantity,event_time,location_name,location_coordinate,price,company_name,generator_type,generator_gln,last_pi_gln
f914fab2-6102-4a8a-a5f1-ded970e2b31a,f914fab2-6102-4a8a-a5f1-ded970e2b31a,0279660e-9670-48a7-a7ee-451122eb88b1,7,8888326640808,66754690700769,09FEV,1,2022-Aug-14T23:24:06 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",9.69,Jakarta,retailer,8888326640808,8888326640808
8e8a04ce-1cc4-45b1-9b59-5b17b61d86c2,8e8a04ce-1cc4-45b1-9b59-5b17b61d86c2,2326bcf8-3ced-4ff2-9ffe-69c1fe407344,7,1774453012917,36037669009328,61R,1,2022-Aug-14T23:24:06 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",6.62,Jakarta,retailer,1774453012917,1774453012917
9bacf454-1bd1-4ac8-9e9f-2445ee7c6013,9bacf454-1bd1-4ac8-9e9f-2445ee7c6013,e733d15e-a9aa-4a8b-8e3f-2165b32e5eb2,7,5671747048226,89681988944721,63FTFQD,1,2022-Aug-14T23:24:06 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",4.39,Jakarta,retailer,5671747048226,5671747048226
da17063d-116a-4f20-9cfb-86134ac6e739,da17063d-116a-4f20-9cfb-86134ac6e739,8412eb32-08f4-45e6-a38a-37b580e61180,7,5671747048226,25022734565954,55RVXFUQNBII,1,2022-Aug-14T23:24:06 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",35.19,Jakarta,retailer,5671747048226,5671747048226
e8fd1c21-f851-408d-8790-3c6c870638b8,e8fd1c21-f851-408d-8790-3c6c870638b8,2dbafbc5-91ec-4d5c-8580-f9da29b9b45e,7,1774453012917,07365949478730,42YQCFLET,1,2022-Aug-14T23:24:06 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",43.42,Jakarta,retailer,1774453012917,1774453012917
247b3f2d-862e-4bf4-bb20-35d51eda0b38,247b3f2d-862e-4bf4-bb20-35d51eda0b38,4a4932d9-0241-43e1-a8f0-aa69324999e0,7,8888326640808,18502640920598,03GFMCJPZQVPCBYG,1,2022-Aug-14T23:24:06 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",17.83,Jakarta,retailer,8888326640808,8888326640808
a3e2a53a-971d-4541-8604-6bb8ba420c4a,a3e2a53a-971d-4541-8604-6bb8ba420c4a,30b5da20-7529-48d5-9727-f9a06727672b,7,1774453012917,85532900547462,410JLRWJ,1,2022-Aug-14T23:24:06 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",38.63,Jakarta,retailer,1774453012917,1774453012917
1a34550a-9bbb-48d3-8320-6cf918d31813,1a34550a-9bbb-48d3-8320-6cf918d31813,2d5ceca0-ead3-478c-8279-a3a8c258f944,7,5671747048226,68250585140230,21KRLQOJRLMYCTMJAIJFDX,1,2022-Aug-14T23:24:06 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",44.0,Jakarta,retailer,5671747048226,5671747048226
f43fce7d-26fd-4885-b2ca-e0e649da117e,f43fce7d-26fd-4885-b2ca-e0e649da117e,6464f9f2-85c4-40fb-8c75-5c90704bda27,7,8888326640808,50460957533122,107EWVAZMNMPCAYUHUUJZ,1,2022-Aug-14T23:24:06 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",8.93,Jakarta,retailer,8888326640808,8888326640808
ce3a9c52-7eaa-4e56-ad4d-576af875a20e,ce3a9c52-7eaa-4e56-ad4d-576af875a20e,b0ef73af-bd25-4434-9da6-4e06964bd168,7,8888326640808,65153997901136,81NFF,1,2022-Aug-14T23:24:06 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",6.96,Jakarta,retailer,8888326640808,8888326640808
