previous_key,event_id,event_type,vessel_gln,gtin,serial_number,weight,event_time,location_name,location_coordinate,catch_date,vessal_owner_name,species,economic_zone,first_freeze_date,catch_certificate_id,conservation_reference_size,catch_area,company_name,generator_type,new_key,generator_gln,next_pi_gln
4a22fa1f-bb57-4d68-9abe-e6a899ddff1d,972cea9c-5d8c-4e88-9dac-a1cfba1f1813,1,8820241672208,87645394680755,71GSERDYMUFXSFY,3099,2022-Aug-09T15:21:40 +0000,Bali,"-8.785488,115.1833109",2022-Aug-09,QIYLWCl,Cod,2232079479443,2022-Aug-09,27661667767688,11cm,9863775814891,Bali_factory_0,fishing vessel,4a22fa1f-bb57-4d68-9abe-e6a899ddff1d,8820241672208,7276782488155
f66aa655-3edf-441c-9161-ba5473f6e565,6d01c3f9-9739-4014-99ce-3bad9132e5c3,1,1043022868954,21399737085512,45JSFPQLU,9682,2022-Aug-09T15:21:40 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-09,btOjLCd,Cod,6245073538548,2022-Aug-09,30016330717242,14cm,3580677523337,Bali_factory_2,fishing vessel,f66aa655-3edf-441c-9161-ba5473f6e565,1043022868954,7276782488155
723543eb-a5a6-4fb2-8336-d4c669593878,aa07eb47-c5b6-49a2-95ef-272c303a4219,1,1477503325544,03640384759425,09KMTOJKYJAWDFIK,5571,2022-Aug-09T15:21:40 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-09,lEkkhXn,Tuna,7416707290910,2022-Aug-09,91589583870189,39cm,5859544665023,Bali_factory_1,fishing vessel,723543eb-a5a6-4fb2-8336-d4c669593878,1477503325544,8062616427750
133d2228-9b9b-4af8-a1ce-927d496c1c2c,197e148e-b126-489f-837c-0447696befc3,1,1043022868954,44985655917750,31TWIIYUPTH,7597,2022-Aug-09T15:21:40 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-09,PFjpMpB,Salmon,7113796997339,2022-Aug-09,47487950121818,17cm,8670688743585,Bali_factory_2,fishing vessel,133d2228-9b9b-4af8-a1ce-927d496c1c2c,1043022868954,4232317676876
505fde4e-0dc2-4f44-82eb-a5bfd7c77592,fd242cc6-4952-4f9e-99e9-161bf0d5732e,1,1043022868954,11340094833839,97IBCSXT,1659,2022-Aug-09T15:21:40 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-09,rQKEjAJ,Cod,1324888660113,2022-Aug-09,61346129616988,23cm,0026970077203,Bali_factory_2,fishing vessel,505fde4e-0dc2-4f44-82eb-a5bfd7c77592,1043022868954,4232317676876
cf15ebfb-3c92-46d1-b969-507da5a1fec7,d82cddfc-d63f-48af-b11a-4045b8cebe61,1,1043022868954,03140109276223,26VK,6380,2022-Aug-09T15:21:40 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-09,AtrYYth,Tuna,5068548939585,2022-Aug-09,07726234383968,37cm,2935456772156,Bali_factory_2,fishing vessel,cf15ebfb-3c92-46d1-b969-507da5a1fec7,1043022868954,4232317676876
c9559f07-59a1-4839-a769-8b4e293f9eb7,c55c851a-41df-4dda-ae7b-fa92760d8be9,1,1043022868954,22835936122510,58MIFKVTHQGHNEUZRVO,2600,2022-Aug-09T15:21:40 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-09,ixtqFWj,Salmon,1001172747856,2022-Aug-09,33992881800591,31cm,7477196842411,Bali_factory_2,fishing vessel,c9559f07-59a1-4839-a769-8b4e293f9eb7,1043022868954,4232317676876
55e1e992-2632-443e-b573-2448b30344a5,dfe764a8-ee34-436e-aa68-d263c096d255,1,1477503325544,06905218703599,83UEIFOPCEAYUNL,2759,2022-Aug-09T15:21:40 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-09,vWnlPeV,Tuna,9740414998953,2022-Aug-09,21327026117649,50cm,9454854719063,Bali_factory_1,fishing vessel,55e1e992-2632-443e-b573-2448b30344a5,1477503325544,8062616427750
9e0b451c-3a7a-4491-b62b-6a7fce0b2325,4dd74bf7-579e-4e70-a48d-4835015a100d,1,8820241672208,35203740886344,84FNMMFOXXSRV,1993,2022-Aug-09T15:21:40 +0000,Bali,"-8.785488,115.1833109",2022-Aug-09,ONnkpNr,Tuna,7478601732277,2022-Aug-09,75237077163978,26cm,3499997680456,Bali_factory_0,fishing vessel,9e0b451c-3a7a-4491-b62b-6a7fce0b2325,8820241672208,8062616427750
0696863c-de10-40cb-94d9-5f766cbc3524,e481e525-8183-48f2-b368-94d459b37309,1,8820241672208,61657833108253,106SCWKAWUTDASMFYWBIH,9880,2022-Aug-09T15:21:40 +0000,Bali,"-8.785488,115.1833109",2022-Aug-09,sZFPQfi,Cod,8060792189914,2022-Aug-09,18433992952628,23cm,5868906974019,Bali_factory_0,fishing vessel,0696863c-de10-40cb-94d9-5f766cbc3524,8820241672208,8062616427750
